region,year,variable,unit,value
Ukraine,2065,consumer-durable,million 1990$,15433.7
Ukraine,2065,value-added,million 1990$,61938.1
Ukraine,2065,gross-output,million 1990$,138154.0
Ukraine,2065,savings,million 1990$,48200.4
Ukraine,2065,investment,million 1990$,48200.4
Ukraine,2065,capital-stock,million 1990$,225615.0
Ukraine,2065,depreciation,million 1990$,4955.15
Ukraine,2065,energy-service-value,million 1990$,76216.0
Ukraine,2065,energy-net-export,million 1990$,14377.9
Ukraine,2065,materials-net-export,million 1990$,-14377.9
Ukraine,2065,capital-net-export,million 1990$,0.0
Ukraine,2065,labor-wages,million 1990$,56141.6
Ukraine,2065,gdp-per-capita,thous 1990$ percap,4.60182
Ukraine,2065,gdp-per-capita-ppp,thous 1990$ percap,22.0548
Ukraine,2065,labor-force,thous pers,10112.6
Ukraine,2065,population,thous pers,33146.0
Ukraine,2065,savings-rate,rate annual,0.212765
Ukraine,2065,fac-share-labor,share,0.40637
Ukraine,2065,fac-share-capital,share,0.0419561
Ukraine,2065,fac-share-energy,share,0.551674
Ukraine,2065,energy-service,million 1990$,130524.0
Ukraine,2065,total-factor-productivity,million 1990$,2.03139
Ukraine,2070,GDP,million 1990$,166459.0
Ukraine,2070,energy-investment,million 1990$,19193.3
Ukraine,2070,consumer-durable,million 1990$,16448.8
Ukraine,2070,value-added,million 1990$,66777.5
Ukraine,2070,gross-output,million 1990$,150170.0
Ukraine,2070,savings,million 1990$,54223.7
Ukraine,2070,investment,million 1990$,54223.7
Ukraine,2070,capital-stock,million 1990$,291825.0
Ukraine,2070,depreciation,million 1990$,6304.37
Ukraine,2070,energy-service-value,million 1990$,83392.9
Ukraine,2070,energy-net-export,million 1990$,16288.6
Ukraine,2070,materials-net-export,million 1990$,-16288.6
Ukraine,2070,capital-net-export,million 1990$,0.0
Ukraine,2070,labor-wages,million 1990$,60974.4
Ukraine,2070,gdp-per-capita,thous 1990$ percap,5.15529
Ukraine,2070,gdp-per-capita-ppp,thous 1990$ percap,24.7073
Ukraine,2070,labor-force,thous pers,9971.23
Ukraine,2070,population,thous pers,32289.0
Ukraine,2070,savings-rate,rate annual,0.218314
Ukraine,2070,fac-share-labor,share,0.406035
Ukraine,2070,fac-share-capital,share,0.0386435
Ukraine,2070,fac-share-energy,share,0.555322
Ukraine,2070,energy-service,million 1990$,135841.0
Ukraine,2070,total-factor-productivity,million 1990$,2.14981
Ukraine,2075,GDP,million 1990$,180137.0
Ukraine,2075,energy-investment,million 1990$,19824.4
Ukraine,2075,consumer-durable,million 1990$,17173.7
Ukraine,2075,value-added,million 1990$,71287.4
Ukraine,2075,gross-output,million 1990$,162412.0
Ukraine,2075,savings,million 1990$,60098.4
Ukraine,2075,investment,million 1990$,60098.4
Ukraine,2075,capital-stock,million 1990$,368904.0
Ukraine,2075,depreciation,million 1990$,8154.46
Ukraine,2075,energy-service-value,million 1990$,91124.2
Ukraine,2075,energy-net-export,million 1990$,17725.4
Ukraine,2075,materials-net-export,million 1990$,-17725.4
Ukraine,2075,capital-net-export,million 1990$,0.0
Ukraine,2075,labor-wages,million 1990$,65538.7
Ukraine,2075,gdp-per-capita,thous 1990$ percap,5.72481
Ukraine,2075,gdp-per-capita-ppp,thous 1990$ percap,27.4369
Ukraine,2075,labor-force,thous pers,9603.14
Ukraine,2075,population,thous pers,31466.0
Ukraine,2075,savings-rate,rate annual,0.221852
Ukraine,2075,fac-share-labor,share,0.403534
Ukraine,2075,fac-share-capital,share,0.0353961
Ukraine,2075,fac-share-energy,share,0.56107
Ukraine,2075,energy-service,million 1990$,140226.0
Ukraine,2075,total-factor-productivity,million 1990$,2.29919
Ukraine,2080,GDP,million 1990$,193676.0
Ukraine,2080,energy-investment,million 1990$,20667.1
Ukraine,2080,consumer-durable,million 1990$,18202.3
Ukraine,2080,value-added,million 1990$,75563.0
Ukraine,2080,gross-output,million 1990$,174914.0
Ukraine,2080,savings,million 1990$,65673.9
Ukraine,2080,investment,million 1990$,65673.9
Ukraine,2080,capital-stock,million 1990$,455751.0
Ukraine,2080,depreciation,million 1990$,10308.3
Ukraine,2080,energy-service-value,million 1990$,99350.6
Ukraine,2080,energy-net-export,million 1990$,18762.4
Ukraine,2080,materials-net-export,million 1990$,-18762.4
Ukraine,2080,capital-net-export,million 1990$,0.0
Ukraine,2080,labor-wages,million 1990$,69896.3
Ukraine,2080,gdp-per-capita,thous 1990$ percap,6.31154
Ukraine,2080,gdp-per-capita-ppp,thous 1990$ percap,30.2488
Ukraine,2080,labor-force,thous pers,9125.31
Ukraine,2080,population,thous pers,30686.0
Ukraine,2080,savings-rate,rate annual,0.223855
Ukraine,2080,fac-share-labor,share,0.399604
Ukraine,2080,fac-share-capital,share,0.0323975
Ukraine,2080,fac-share-energy,share,0.567998
Ukraine,2080,energy-service,million 1990$,143883.0
Ukraine,2080,total-factor-productivity,million 1990$,2.47321
Ukraine,2085,GDP,million 1990$,207489.0
Ukraine,2085,energy-investment,million 1990$,19582.7
Ukraine,2085,consumer-durable,million 1990$,19006.0
Ukraine,2085,value-added,million 1990$,80528.2
Ukraine,2085,gross-output,million 1990$,188653.0
Ukraine,2085,savings,million 1990$,70998.0
Ukraine,2085,investment,million 1990$,70998.0
Ukraine,2085,capital-stock,million 1990$,547449.0
Ukraine,2085,depreciation,million 1990$,12735.0
Ukraine,2085,energy-service-value,million 1990$,108125.0
Ukraine,2085,energy-net-export,million 1990$,18835.6
Ukraine,2085,materials-net-export,million 1990$,-18835.6
Ukraine,2085,capital-net-export,million 1990$,0.0
Ukraine,2085,labor-wages,million 1990$,74846.0
Ukraine,2085,gdp-per-capita,thous 1990$ percap,6.92923
Ukraine,2085,gdp-per-capita-ppp,thous 1990$ percap,33.2092
Ukraine,2085,labor-force,thous pers,8805.81
Ukraine,2085,population,thous pers,29944.0
Ukraine,2085,savings-rate,rate annual,0.224976
Ukraine,2085,fac-share-labor,share,0.396738
Ukraine,2085,fac-share-capital,share,0.0301201
Ukraine,2085,fac-share-energy,share,0.573142
Ukraine,2085,energy-service,million 1990$,147125.0
Ukraine,2085,total-factor-productivity,million 1990$,2.65618
Ukraine,2090,GDP,million 1990$,221867.0
Ukraine,2090,energy-investment,million 1990$,19458.0
Ukraine,2090,consumer-durable,million 1990$,19812.0
Ukraine,2090,value-added,million 1990$,86088.0
Ukraine,2090,gross-output,million 1990$,203914.0
Ukraine,2090,savings,million 1990$,76294.1
Ukraine,2090,investment,million 1990$,76294.1
Ukraine,2090,capital-stock,million 1990$,653400.0
Ukraine,2090,depreciation,million 1990$,15297.4
Ukraine,2090,energy-service-value,million 1990$,117826.0
Ukraine,2090,energy-net-export,million 1990$,17953.0
Ukraine,2090,materials-net-export,million 1990$,-17953.0
Ukraine,2090,capital-net-export,million 1990$,0.0
Ukraine,2090,labor-wages,million 1990$,80359.1
Ukraine,2090,gdp-per-capita,thous 1990$ percap,7.58831
Ukraine,2090,gdp-per-capita-ppp,thous 1990$ percap,36.3679
Ukraine,2090,labor-force,thous pers,8522.0
Ukraine,2090,population,thous pers,29238.0
Ukraine,2090,savings-rate,rate annual,0.225579
Ukraine,2090,fac-share-labor,share,0.394083
Ukraine,2090,fac-share-capital,share,0.0280946
Ukraine,2090,fac-share-energy,share,0.577822
Ukraine,2090,energy-service,million 1990$,150086.0
Ukraine,2090,total-factor-productivity,million 1990$,2.86056
Ukraine,2095,GDP,million 1990$,236703.0
Ukraine,2095,energy-investment,million 1990$,19722.1
Ukraine,2095,consumer-durable,million 1990$,20593.0
Ukraine,2095,value-added,million 1990$,92085.1
Ukraine,2095,gross-output,million 1990$,219863.0
Ukraine,2095,savings,million 1990$,81714.7
Ukraine,2095,investment,million 1990$,81714.7
Ukraine,2095,capital-stock,million 1990$,767762.0
Ukraine,2095,depreciation,million 1990$,18258.0
Ukraine,2095,energy-service-value,million 1990$,127778.0
Ukraine,2095,energy-net-export,million 1990$,16839.9
Ukraine,2095,materials-net-export,million 1990$,-16839.9
Ukraine,2095,capital-net-export,million 1990$,0.0
Ukraine,2095,labor-wages,million 1990$,86265.2
Ukraine,2095,gdp-per-capita,thous 1990$ percap,8.29228
Ukraine,2095,gdp-per-capita-ppp,thous 1990$ percap,39.7417
Ukraine,2095,labor-force,thous pers,8331.43
Ukraine,2095,population,thous pers,28545.0
Ukraine,2095,savings-rate,rate annual,0.225778
Ukraine,2095,fac-share-labor,share,0.392359
Ukraine,2095,fac-share-capital,share,0.0264702
Ukraine,2095,fac-share-energy,share,0.581171
Ukraine,2095,energy-service,million 1990$,152628.0
Ukraine,2095,total-factor-productivity,million 1990$,3.06818
Ukraine,2100,GDP,million 1990$,251676.0
Ukraine,2100,energy-investment,million 1990$,20739.0
Ukraine,2100,consumer-durable,million 1990$,21180.4
Ukraine,2100,value-added,million 1990$,97867.2
Ukraine,2100,gross-output,million 1990$,235678.0
Ukraine,2100,savings,million 1990$,87226.1
Ukraine,2100,investment,million 1990$,87226.1
Ukraine,2100,capital-stock,million 1990$,888131.0
Ukraine,2100,depreciation,million 1990$,21453.6
Ukraine,2100,energy-service-value,million 1990$,137810.0
Ukraine,2100,energy-net-export,million 1990$,15998.3
Ukraine,2100,materials-net-export,million 1990$,-15998.3
Ukraine,2100,capital-net-export,million 1990$,0.0
Ukraine,2100,labor-wages,million 1990$,91977.4
Ukraine,2100,gdp-per-capita,thous 1990$ percap,9.04528
Ukraine,2100,gdp-per-capita-ppp,thous 1990$ percap,43.3506
Ukraine,2100,labor-force,thous pers,8099.32
Ukraine,2100,population,thous pers,27824.0
Ukraine,2100,savings-rate,rate annual,0.225673
Ukraine,2100,fac-share-labor,share,0.390268
Ukraine,2100,fac-share-capital,share,0.0249908
Ukraine,2100,fac-share-energy,share,0.584741
Ukraine,2100,energy-service,million 1990$,154446.0
Ukraine,2100,total-factor-productivity,million 1990$,3.29021
Europe_Non_EU,1975,GDP,million 1990$,149361.0
Europe_Non_EU,1975,energy-investment,million 1990$,2938.46
Europe_Non_EU,1975,consumer-durable,million 1990$,0.141933
Europe_Non_EU,1975,value-added,million 1990$,141895.0
Europe_Non_EU,1975,gross-output,million 1990$,149363.0
Europe_Non_EU,1975,savings,million 1990$,19141.8
Europe_Non_EU,1975,investment,million 1990$,22646.3
Europe_Non_EU,1975,capital-stock,million 1990$,381164.0
Europe_Non_EU,1975,depreciation,million 1990$,17014.8
Europe_Non_EU,1975,energy-service-value,million 1990$,7468.16
Europe_Non_EU,1975,energy-net-export,million 1990$,-2.129
Europe_Non_EU,1975,materials-net-export,million 1990$,-3502.41
Europe_Non_EU,1975,capital-net-export,million 1990$,3504.54
Europe_Non_EU,1975,labor-wages,million 1990$,69867.7
Europe_Non_EU,1975,gdp-per-capita,thous 1990$ percap,1.97672
Europe_Non_EU,1975,gdp-per-capita-ppp,thous 1990$ percap,4.4155
Europe_Non_EU,1975,labor-force,thous pers,27862.3
Europe_Non_EU,1975,population,thous pers,75560.0
Europe_Non_EU,1975,savings-rate,rate annual,0.128158
Europe_Non_EU,1975,fac-share-labor,share,0.467771
Europe_Non_EU,1975,fac-share-capital,share,0.482229
Europe_Non_EU,1975,fac-share-energy,share,0.05
Europe_Non_EU,1975,energy-service,million 1990$,2.129
Europe_Non_EU,1975,total-factor-productivity,million 1990$,0.0
Europe_Non_EU,1990,GDP,million 1990$,291898.0
Europe_Non_EU,1990,energy-investment,million 1990$,6034.81
Europe_Non_EU,1990,consumer-durable,million 1990$,18351.3
Europe_Non_EU,1990,value-added,million 1990$,267859.0
Europe_Non_EU,1990,gross-output,million 1990$,304145.0
Europe_Non_EU,1990,savings,million 1990$,19141.9
Europe_Non_EU,1990,investment,million 1990$,25251.6
Europe_Non_EU,1990,capital-stock,million 1990$,740405.0
Europe_Non_EU,1990,depreciation,million 1990$,17014.8
Europe_Non_EU,1990,energy-service-value,million 1990$,36286.3
Europe_Non_EU,1990,energy-net-export,million 1990$,-12247.0
Europe_Non_EU,1990,materials-net-export,million 1990$,6137.28
Europe_Non_EU,1990,capital-net-export,million 1990$,6109.68
Europe_Non_EU,1990,labor-wages,million 1990$,141420.0
Europe_Non_EU,1990,gdp-per-capita,thous 1990$ percap,3.08841
Europe_Non_EU,1990,gdp-per-capita-ppp,thous 1990$ percap,6.89874
Europe_Non_EU,1990,labor-force,thous pers,32692.8
Europe_Non_EU,1990,population,thous pers,94514.0
Europe_Non_EU,1990,savings-rate,rate annual,0.143959
Europe_Non_EU,1990,fac-share-labor,share,0.464977
Europe_Non_EU,1990,fac-share-capital,share,0.415717
Europe_Non_EU,1990,fac-share-energy,share,0.119306
Europe_Non_EU,1990,energy-service,million 1990$,137704.0
Europe_Non_EU,1990,total-factor-productivity,million 1990$,0.0
Europe_Non_EU,2005,GDP,million 1990$,415673.0
Europe_Non_EU,2005,energy-investment,million 1990$,11440.7
Europe_Non_EU,2005,consumer-durable,million 1990$,22558.4
Europe_Non_EU,2005,value-added,million 1990$,368228.0
Europe_Non_EU,2005,gross-output,million 1990$,431612.0
Europe_Non_EU,2005,savings,million 1990$,60372.6
Europe_Non_EU,2005,investment,million 1990$,81734.4
Europe_Non_EU,2005,capital-stock,million 1990$,1123830.0
Europe_Non_EU,2005,depreciation,million 1990$,29813.1
Europe_Non_EU,2005,energy-service-value,million 1990$,63384.5
Europe_Non_EU,2005,energy-net-export,million 1990$,-15939.2
Europe_Non_EU,2005,materials-net-export,million 1990$,-5422.48
Europe_Non_EU,2005,capital-net-export,million 1990$,21361.7
Europe_Non_EU,2005,labor-wages,million 1990$,184260.0
Europe_Non_EU,2005,gdp-per-capita,thous 1990$ percap,3.90065
Europe_Non_EU,2005,gdp-per-capita-ppp,thous 1990$ percap,8.71308
Europe_Non_EU,2005,labor-force,thous pers,32380.0
Europe_Non_EU,2005,population,thous pers,106565.0
Europe_Non_EU,2005,savings-rate,rate annual,0.196501
Europe_Non_EU,2005,fac-share-labor,share,0.42691
Europe_Non_EU,2005,fac-share-capital,share,0.426235
Europe_Non_EU,2005,fac-share-energy,share,0.146855
Europe_Non_EU,2005,energy-service,million 1990$,170719.0
Europe_Non_EU,2005,total-factor-productivity,million 1990$,0.0
Europe_Non_EU,2010,GDP,million 1990$,488033.0
Europe_Non_EU,2010,energy-investment,million 1990$,13297.3
Europe_Non_EU,2010,consumer-durable,million 1990$,39532.7
Europe_Non_EU,2010,value-added,million 1990$,434910.0
Europe_Non_EU,2010,gross-output,million 1990$,520044.0
Europe_Non_EU,2010,savings,million 1990$,104239.0
Europe_Non_EU,2010,investment,million 1990$,129056.0
Europe_Non_EU,2010,capital-stock,million 1990$,1436510.0
Europe_Non_EU,2010,depreciation,million 1990$,50847.5
Europe_Non_EU,2010,energy-service-value,million 1990$,85133.4
Europe_Non_EU,2010,energy-net-export,million 1990$,-32010.6
Europe_Non_EU,2010,materials-net-export,million 1990$,7192.97
Europe_Non_EU,2010,capital-net-export,million 1990$,24817.6
Europe_Non_EU,2010,labor-wages,million 1990$,222240.0
Europe_Non_EU,2010,gdp-per-capita,thous 1990$ percap,4.44195
Europe_Non_EU,2010,gdp-per-capita-ppp,thous 1990$ percap,9.92221
Europe_Non_EU,2010,labor-force,thous pers,34584.7
Europe_Non_EU,2010,population,thous pers,109869.0
Europe_Non_EU,2010,savings-rate,rate annual,0.200423
Europe_Non_EU,2010,fac-share-labor,share,0.427349
Europe_Non_EU,2010,fac-share-capital,share,0.408947
Europe_Non_EU,2010,fac-share-energy,share,0.163704
Europe_Non_EU,2010,energy-service,million 1990$,213901.0
Europe_Non_EU,2010,total-factor-productivity,million 1990$,0.0
Europe_Non_EU,2015,GDP,million 1990$,646268.0
Europe_Non_EU,2015,energy-investment,million 1990$,17983.8
Europe_Non_EU,2015,consumer-durable,million 1990$,68857.7
Europe_Non_EU,2015,value-added,million 1990$,580543.0
Europe_Non_EU,2015,gross-output,million 1990$,686847.0
Europe_Non_EU,2015,savings,million 1990$,137346.0
Europe_Non_EU,2015,investment,million 1990$,156695.0
Europe_Non_EU,2015,capital-stock,million 1990$,1897610.0
Europe_Non_EU,2015,depreciation,million 1990$,71433.1
Europe_Non_EU,2015,energy-service-value,million 1990$,106304.0
Europe_Non_EU,2015,energy-net-export,million 1990$,-40578.7
Europe_Non_EU,2015,materials-net-export,million 1990$,21229.7
Europe_Non_EU,2015,capital-net-export,million 1990$,19349.0
Europe_Non_EU,2015,labor-wages,million 1990$,292789.0
Europe_Non_EU,2015,gdp-per-capita,thous 1990$ percap,5.60481
Europe_Non_EU,2015,gdp-per-capita-ppp,thous 1990$ percap,12.5197
Europe_Non_EU,2015,labor-force,thous pers,39444.9
Europe_Non_EU,2015,population,thous pers,115306.0
Europe_Non_EU,2015,savings-rate,rate annual,0.255996
Europe_Non_EU,2015,fac-share-labor,share,0.42628
Europe_Non_EU,2015,fac-share-capital,share,0.418949
Europe_Non_EU,2015,fac-share-energy,share,0.154771
Europe_Non_EU,2015,energy-service,million 1990$,290536.0
Europe_Non_EU,2015,total-factor-productivity,million 1990$,0.0
Europe_Non_EU,2021,GDP,million 1990$,788451.0
Europe_Non_EU,2021,energy-investment,million 1990$,21442.7
Europe_Non_EU,2021,consumer-durable,million 1990$,72433.3
Europe_Non_EU,2021,value-added,million 1990$,707770.0
Europe_Non_EU,2021,gross-output,million 1990$,816532.0
Europe_Non_EU,2021,savings,million 1990$,234300.0
Europe_Non_EU,2021,investment,million 1990$,262613.0
Europe_Non_EU,2021,capital-stock,million 1990$,2353650.0
Europe_Non_EU,2021,depreciation,million 1990$,100099.0
Europe_Non_EU,2021,energy-service-value,million 1990$,108762.0
Europe_Non_EU,2021,energy-net-export,million 1990$,-28081.3
Europe_Non_EU,2021,materials-net-export,million 1990$,-232.409
Europe_Non_EU,2021,capital-net-export,million 1990$,28313.7
Europe_Non_EU,2021,labor-wages,million 1990$,355912.0
Europe_Non_EU,2021,gdp-per-capita,thous 1990$ percap,6.60948
Europe_Non_EU,2021,gdp-per-capita-ppp,thous 1990$ percap,14.7639
Europe_Non_EU,2021,labor-force,thous pers,42081.2
Europe_Non_EU,2021,population,thous pers,119291.0
Europe_Non_EU,2021,savings-rate,rate annual,0.24456
Europe_Non_EU,2021,fac-share-labor,share,0.435883
Europe_Non_EU,2021,fac-share-capital,share,0.430917
Europe_Non_EU,2021,fac-share-energy,share,0.1332
Europe_Non_EU,2021,energy-service,million 1990$,355066.0
Europe_Non_EU,2021,total-factor-productivity,million 1990$,0.0
Europe_Non_EU,2025,GDP,million 1990$,954597.0
Europe_Non_EU,2025,energy-investment,million 1990$,39113.1
Europe_Non_EU,2025,consumer-durable,million 1990$,56391.6
Europe_Non_EU,2025,value-added,million 1990$,851451.0
Europe_Non_EU,2025,gross-output,million 1990$,986115.0
Europe_Non_EU,2025,savings,million 1990$,265257.0
Europe_Non_EU,2025,investment,million 1990$,285481.0
Europe_Non_EU,2025,capital-stock,million 1990$,2594500.0
Europe_Non_EU,2025,depreciation,million 1990$,126323.0
Europe_Non_EU,2025,energy-service-value,million 1990$,134663.0
Europe_Non_EU,2025,energy-net-export,million 1990$,-31517.6
Europe_Non_EU,2025,materials-net-export,million 1990$,11293.5
Europe_Non_EU,2025,capital-net-export,million 1990$,20224.1
Europe_Non_EU,2025,labor-wages,million 1990$,433381.0
Europe_Non_EU,2025,gdp-per-capita,thous 1990$ percap,7.87673
Europe_Non_EU,2025,gdp-per-capita-ppp,thous 1990$ percap,17.5947
Europe_Non_EU,2025,labor-force,thous pers,42747.8
Europe_Non_EU,2025,population,thous pers,121192.0
Europe_Non_EU,2025,savings-rate,rate annual,0.256998
Europe_Non_EU,2025,fac-share-labor,share,0.439484
Europe_Non_EU,2025,fac-share-capital,share,0.423957
Europe_Non_EU,2025,fac-share-energy,share,0.13656
Europe_Non_EU,2025,energy-service,million 1990$,397808.0
Europe_Non_EU,2025,total-factor-productivity,million 1990$,1.13298
Europe_Non_EU,2030,GDP,million 1990$,1143800.0
Europe_Non_EU,2030,energy-investment,million 1990$,41596.9
Europe_Non_EU,2030,consumer-durable,million 1990$,73218.1
Europe_Non_EU,2030,value-added,million 1990$,1014340.0
Europe_Non_EU,2030,gross-output,million 1990$,1176320.0
Europe_Non_EU,2030,savings,million 1990$,333027.0
Europe_Non_EU,2030,investment,million 1990$,343139.0
Europe_Non_EU,2030,capital-stock,million 1990$,3081290.0
Europe_Non_EU,2030,depreciation,million 1990$,139249.0
Europe_Non_EU,2030,energy-service-value,million 1990$,161986.0
Europe_Non_EU,2030,energy-net-export,million 1990$,-32525.8
Europe_Non_EU,2030,materials-net-export,million 1990$,22413.8
Europe_Non_EU,2030,capital-net-export,million 1990$,10112.0
Europe_Non_EU,2030,labor-wages,million 1990$,528223.0
Europe_Non_EU,2030,gdp-per-capita,thous 1990$ percap,9.27419
Europe_Non_EU,2030,gdp-per-capita-ppp,thous 1990$ percap,20.7162
Europe_Non_EU,2030,labor-force,thous pers,43390.6
Europe_Non_EU,2030,population,thous pers,123331.0
Europe_Non_EU,2030,savings-rate,rate annual,0.26603
Europe_Non_EU,2030,fac-share-labor,share,0.449047
Europe_Non_EU,2030,fac-share-capital,share,0.413248
Europe_Non_EU,2030,fac-share-energy,share,0.137705
Europe_Non_EU,2030,energy-service,million 1990$,444275.0
Europe_Non_EU,2030,total-factor-productivity,million 1990$,1.23056
Europe_Non_EU,2035,GDP,million 1990$,1330060.0
Europe_Non_EU,2035,energy-investment,million 1990$,44626.9
Europe_Non_EU,2035,consumer-durable,million 1990$,96977.9
Europe_Non_EU,2035,value-added,million 1990$,1174230.0
Europe_Non_EU,2035,gross-output,million 1990$,1362470.0
Europe_Non_EU,2035,savings,million 1990$,409362.0
Europe_Non_EU,2035,investment,million 1990$,409362.0
Europe_Non_EU,2035,capital-stock,million 1990$,3661440.0
Europe_Non_EU,2035,depreciation,million 1990$,165376.0
Europe_Non_EU,2035,energy-service-value,million 1990$,188239.0
Europe_Non_EU,2035,energy-net-export,million 1990$,-32406.6
Europe_Non_EU,2035,materials-net-export,million 1990$,32406.6
Europe_Non_EU,2035,capital-net-export,million 1990$,0.0
Europe_Non_EU,2035,labor-wages,million 1990$,625756.0
Europe_Non_EU,2035,gdp-per-capita,thous 1990$ percap,10.6494
Europe_Non_EU,2035,gdp-per-capita-ppp,thous 1990$ percap,23.7882
Europe_Non_EU,2035,labor-force,thous pers,43827.7
Europe_Non_EU,2035,population,thous pers,124895.0
Europe_Non_EU,2035,savings-rate,rate annual,0.269885
Europe_Non_EU,2035,fac-share-labor,share,0.459282
Europe_Non_EU,2035,fac-share-capital,share,0.402558
Europe_Non_EU,2035,fac-share-energy,share,0.13816
Europe_Non_EU,2035,energy-service,million 1990$,488335.0
Europe_Non_EU,2035,total-factor-productivity,million 1990$,1.30527
Europe_Non_EU,2040,GDP,million 1990$,1500380.0
Europe_Non_EU,2040,energy-investment,million 1990$,57173.7
Europe_Non_EU,2040,consumer-durable,million 1990$,97956.0
Europe_Non_EU,2040,value-added,million 1990$,1320550.0
Europe_Non_EU,2040,gross-output,million 1990$,1531950.0
Europe_Non_EU,2040,savings,million 1990$,481153.0
Europe_Non_EU,2040,investment,million 1990$,481153.0
Europe_Non_EU,2040,capital-stock,million 1990$,4303860.0
Europe_Non_EU,2040,depreciation,million 1990$,196513.0
Europe_Non_EU,2040,energy-service-value,million 1990$,211403.0
Europe_Non_EU,2040,energy-net-export,million 1990$,-31572.4
Europe_Non_EU,2040,materials-net-export,million 1990$,31572.4
Europe_Non_EU,2040,capital-net-export,million 1990$,0.0
Europe_Non_EU,2040,labor-wages,million 1990$,720412.0
Europe_Non_EU,2040,gdp-per-capita,thous 1990$ percap,11.9056
Europe_Non_EU,2040,gdp-per-capita-ppp,thous 1990$ percap,26.5941
Europe_Non_EU,2040,labor-force,thous pers,43486.4
Europe_Non_EU,2040,population,thous pers,126023.0
Europe_Non_EU,2040,savings-rate,rate annual,0.268947
Europe_Non_EU,2040,fac-share-labor,share,0.470258
Europe_Non_EU,2040,fac-share-capital,share,0.391746
Europe_Non_EU,2040,fac-share-energy,share,0.137996
Europe_Non_EU,2040,energy-service,million 1990$,522437.0
Europe_Non_EU,2040,total-factor-productivity,million 1990$,1.36857
Europe_Non_EU,2045,GDP,million 1990$,1660640.0
Europe_Non_EU,2045,energy-investment,million 1990$,51858.4
Europe_Non_EU,2045,consumer-durable,million 1990$,108456.0
Europe_Non_EU,2045,value-added,million 1990$,1457640.0
Europe_Non_EU,2045,gross-output,million 1990$,1690770.0
Europe_Non_EU,2045,savings,million 1990$,541358.0
Europe_Non_EU,2045,investment,million 1990$,541358.0
Europe_Non_EU,2045,capital-stock,million 1990$,5001080.0
Europe_Non_EU,2045,depreciation,million 1990$,230992.0
Europe_Non_EU,2045,energy-service-value,million 1990$,233129.0
Europe_Non_EU,2045,energy-net-export,million 1990$,-30137.6
Europe_Non_EU,2045,materials-net-export,million 1990$,30137.6
Europe_Non_EU,2045,capital-net-export,million 1990$,0.0
Europe_Non_EU,2045,labor-wages,million 1990$,813401.0
Europe_Non_EU,2045,gdp-per-capita,thous 1990$ percap,13.1046
Europe_Non_EU,2045,gdp-per-capita-ppp,thous 1990$ percap,29.2723
Europe_Non_EU,2045,labor-force,thous pers,42704.9
Europe_Non_EU,2045,population,thous pers,126722.0
Europe_Non_EU,2045,savings-rate,rate annual,0.265619
Europe_Non_EU,2045,fac-share-labor,share,0.481083
Europe_Non_EU,2045,fac-share-capital,share,0.381035
Europe_Non_EU,2045,fac-share-energy,share,0.137883
Europe_Non_EU,2045,energy-service,million 1990$,552191.0
Europe_Non_EU,2045,total-factor-productivity,million 1990$,1.42673
Europe_Non_EU,2050,GDP,million 1990$,1809140.0
Europe_Non_EU,2050,energy-investment,million 1990$,55942.4
Europe_Non_EU,2050,consumer-durable,million 1990$,100594.0
Europe_Non_EU,2050,value-added,million 1990$,1585380.0
Europe_Non_EU,2050,gross-output,million 1990$,1838700.0
Europe_Non_EU,2050,savings,million 1990$,593656.0
Europe_Non_EU,2050,investment,million 1990$,593656.0
Europe_Non_EU,2050,capital-stock,million 1990$,5741820.0
Europe_Non_EU,2050,depreciation,million 1990$,268413.0
Europe_Non_EU,2050,energy-service-value,million 1990$,253321.0
Europe_Non_EU,2050,energy-net-export,million 1990$,-29557.6
Europe_Non_EU,2050,materials-net-export,million 1990$,29557.6
Europe_Non_EU,2050,capital-net-export,million 1990$,0.0
Europe_Non_EU,2050,labor-wages,million 1990$,903979.0
Europe_Non_EU,2050,gdp-per-capita,thous 1990$ percap,14.2612
Europe_Non_EU,2050,gdp-per-capita-ppp,thous 1990$ percap,31.8558
Europe_Non_EU,2050,labor-force,thous pers,41571.1
Europe_Non_EU,2050,population,thous pers,126858.0
Europe_Non_EU,2050,savings-rate,rate annual,0.260854
Europe_Non_EU,2050,fac-share-labor,share,0.491641
Europe_Non_EU,2050,fac-share-capital,share,0.370587
Europe_Non_EU,2050,fac-share-energy,share,0.137772
Europe_Non_EU,2050,energy-service,million 1990$,576546.0
Europe_Non_EU,2050,total-factor-productivity,million 1990$,1.48363
Europe_Non_EU,2055,GDP,million 1990$,1950020.0
Europe_Non_EU,2055,energy-investment,million 1990$,54831.1
Europe_Non_EU,2055,consumer-durable,million 1990$,112674.0
Europe_Non_EU,2055,value-added,million 1990$,1706210.0
Europe_Non_EU,2055,gross-output,million 1990$,1979060.0
Europe_Non_EU,2055,savings,million 1990$,638124.0
Europe_Non_EU,2055,investment,million 1990$,638124.0
Europe_Non_EU,2055,capital-stock,million 1990$,6520700.0
Europe_Non_EU,2055,depreciation,million 1990$,308169.0
Europe_Non_EU,2055,energy-service-value,million 1990$,272844.0
Europe_Non_EU,2055,energy-net-export,million 1990$,-29037.2
Europe_Non_EU,2055,materials-net-export,million 1990$,29037.2
Europe_Non_EU,2055,capital-net-export,million 1990$,0.0
