region,year,variable,unit,value
Europe_Non_EU,2055,labor-wages,million 1990$,992614.0
Europe_Non_EU,2055,gdp-per-capita,thous 1990$ percap,15.4231
Europe_Non_EU,2055,gdp-per-capita-ppp,thous 1990$ percap,34.4514
Europe_Non_EU,2055,labor-force,thous pers,40315.8
Europe_Non_EU,2055,population,thous pers,126435.0
Europe_Non_EU,2055,savings-rate,rate annual,0.255623
Europe_Non_EU,2055,fac-share-labor,share,0.501559
Europe_Non_EU,2055,fac-share-capital,share,0.360576
Europe_Non_EU,2055,fac-share-energy,share,0.137865
Europe_Non_EU,2055,energy-service,million 1990$,598784.0
Europe_Non_EU,2055,total-factor-productivity,million 1990$,1.53966
Europe_Non_EU,2060,GDP,million 1990$,2082360.0
Europe_Non_EU,2060,energy-investment,million 1990$,56780.4
Europe_Non_EU,2060,consumer-durable,million 1990$,116963.0
Europe_Non_EU,2060,value-added,million 1990$,1819580.0
Europe_Non_EU,2060,gross-output,million 1990$,2111100.0
Europe_Non_EU,2060,savings,million 1990$,677615.0
Europe_Non_EU,2060,investment,million 1990$,677615.0
Europe_Non_EU,2060,capital-stock,million 1990$,7239930.0
Europe_Non_EU,2060,depreciation,million 1990$,349972.0
Europe_Non_EU,2060,energy-service-value,million 1990$,291521.0
Europe_Non_EU,2060,energy-net-export,million 1990$,-28739.2
Europe_Non_EU,2060,materials-net-export,million 1990$,28739.2
Europe_Non_EU,2060,capital-net-export,million 1990$,0.0
Europe_Non_EU,2060,labor-wages,million 1990$,1076190.0
Europe_Non_EU,2060,gdp-per-capita,thous 1990$ percap,16.6013
Europe_Non_EU,2060,gdp-per-capita-ppp,thous 1990$ percap,37.0831
Europe_Non_EU,2060,labor-force,thous pers,39184.0
Europe_Non_EU,2060,population,thous pers,125434.0
Europe_Non_EU,2060,savings-rate,rate annual,0.250222
Europe_Non_EU,2060,fac-share-labor,share,0.509774
Europe_Non_EU,2060,fac-share-capital,share,0.352136
Europe_Non_EU,2060,fac-share-energy,share,0.13809
Europe_Non_EU,2060,energy-service,million 1990$,617216.0
Europe_Non_EU,2060,total-factor-productivity,million 1990$,1.59853
Europe_Non_EU,2065,GDP,million 1990$,2201180.0
Europe_Non_EU,2065,energy-investment,million 1990$,56945.6
Europe_Non_EU,2065,consumer-durable,million 1990$,117018.0
Europe_Non_EU,2065,value-added,million 1990$,1921550.0
Europe_Non_EU,2065,gross-output,million 1990$,2229640.0
Europe_Non_EU,2065,savings,million 1990$,712355.0
Europe_Non_EU,2065,investment,million 1990$,712355.0
Europe_Non_EU,2065,capital-stock,million 1990$,7913790.0
Europe_Non_EU,2065,depreciation,million 1990$,388574.0
Europe_Non_EU,2065,energy-service-value,million 1990$,308087.0
Europe_Non_EU,2065,energy-net-export,million 1990$,-28461.7
Europe_Non_EU,2065,materials-net-export,million 1990$,28461.7
Europe_Non_EU,2065,capital-net-export,million 1990$,0.0
Europe_Non_EU,2065,labor-wages,million 1990$,1152890.0
Europe_Non_EU,2065,gdp-per-capita,thous 1990$ percap,17.7524
Europe_Non_EU,2065,gdp-per-capita-ppp,thous 1990$ percap,39.6545
Europe_Non_EU,2065,labor-force,thous pers,38060.3
Europe_Non_EU,2065,population,thous pers,123993.0
Europe_Non_EU,2065,savings-rate,rate annual,0.244385
Europe_Non_EU,2065,fac-share-labor,share,0.517075
Europe_Non_EU,2065,fac-share-capital,share,0.344747
Europe_Non_EU,2065,fac-share-energy,share,0.138178
Europe_Non_EU,2065,energy-service,million 1990$,629765.0
Europe_Non_EU,2065,total-factor-productivity,million 1990$,1.65675
Europe_Non_EU,2070,GDP,million 1990$,2301800.0
Europe_Non_EU,2070,energy-investment,million 1990$,57451.8
Europe_Non_EU,2070,consumer-durable,million 1990$,118545.0
Europe_Non_EU,2070,value-added,million 1990$,2008390.0
Europe_Non_EU,2070,gross-output,million 1990$,2329970.0
Europe_Non_EU,2070,savings,million 1990$,740152.0
Europe_Non_EU,2070,investment,million 1990$,740152.0
Europe_Non_EU,2070,capital-stock,million 1990$,8549080.0
Europe_Non_EU,2070,depreciation,million 1990$,424741.0
Europe_Non_EU,2070,energy-service-value,million 1990$,321584.0
Europe_Non_EU,2070,energy-net-export,million 1990$,-28176.7
Europe_Non_EU,2070,materials-net-export,million 1990$,28176.7
Europe_Non_EU,2070,capital-net-export,million 1990$,0.0
Europe_Non_EU,2070,labor-wages,million 1990$,1219910.0
Europe_Non_EU,2070,gdp-per-capita,thous 1990$ percap,18.828
Europe_Non_EU,2070,gdp-per-capita-ppp,thous 1990$ percap,42.057
Europe_Non_EU,2070,labor-force,thous pers,37073.4
Europe_Non_EU,2070,population,thous pers,122254.0
Europe_Non_EU,2070,savings-rate,rate annual,0.237913
Europe_Non_EU,2070,fac-share-labor,share,0.523572
Europe_Non_EU,2070,fac-share-capital,share,0.338407
Europe_Non_EU,2070,fac-share-energy,share,0.13802
Europe_Non_EU,2070,energy-service,million 1990$,637431.0
Europe_Non_EU,2070,total-factor-productivity,million 1990$,1.70659
Europe_Non_EU,2075,GDP,million 1990$,2386270.0
Europe_Non_EU,2075,energy-investment,million 1990$,56279.5
Europe_Non_EU,2075,consumer-durable,million 1990$,118170.0
Europe_Non_EU,2075,value-added,million 1990$,2080450.0
Europe_Non_EU,2075,gross-output,million 1990$,2413920.0
Europe_Non_EU,2075,savings,million 1990$,759088.0
Europe_Non_EU,2075,investment,million 1990$,759088.0
Europe_Non_EU,2075,capital-stock,million 1990$,9107140.0
Europe_Non_EU,2075,depreciation,million 1990$,458838.0
Europe_Non_EU,2075,energy-service-value,million 1990$,333470.0
Europe_Non_EU,2075,energy-net-export,million 1990$,-27648.8
Europe_Non_EU,2075,materials-net-export,million 1990$,27648.8
Europe_Non_EU,2075,capital-net-export,million 1990$,0.0
Europe_Non_EU,2075,labor-wages,million 1990$,1277830.0
Europe_Non_EU,2075,gdp-per-capita,thous 1990$ percap,19.8376
Europe_Non_EU,2075,gdp-per-capita-ppp,thous 1990$ percap,44.3123
Europe_Non_EU,2075,labor-force,thous pers,35899.6
Europe_Non_EU,2075,population,thous pers,120290.0
Europe_Non_EU,2075,savings-rate,rate annual,0.231134
Europe_Non_EU,2075,fac-share-labor,share,0.529361
Europe_Non_EU,2075,fac-share-capital,share,0.332494
Europe_Non_EU,2075,fac-share-energy,share,0.138145
Europe_Non_EU,2075,energy-service,million 1990$,641940.0
Europe_Non_EU,2075,total-factor-productivity,million 1990$,1.75883
Europe_Non_EU,2080,GDP,million 1990$,2456730.0
Europe_Non_EU,2080,energy-investment,million 1990$,56953.1
Europe_Non_EU,2080,consumer-durable,million 1990$,119442.0
Europe_Non_EU,2080,value-added,million 1990$,2139700.0
Europe_Non_EU,2080,gross-output,million 1990$,2484040.0
Europe_Non_EU,2080,savings,million 1990$,770768.0
Europe_Non_EU,2080,investment,million 1990$,770768.0
Europe_Non_EU,2080,capital-stock,million 1990$,9590090.0
Europe_Non_EU,2080,depreciation,million 1990$,488789.0
Europe_Non_EU,2080,energy-service-value,million 1990$,344335.0
Europe_Non_EU,2080,energy-net-export,million 1990$,-27312.2
Europe_Non_EU,2080,materials-net-export,million 1990$,27312.2
Europe_Non_EU,2080,capital-net-export,million 1990$,0.0
Europe_Non_EU,2080,labor-wages,million 1990$,1328390.0
Europe_Non_EU,2080,gdp-per-capita,thous 1990$ percap,20.7945
Europe_Non_EU,2080,gdp-per-capita-ppp,thous 1990$ percap,46.4497
Europe_Non_EU,2080,labor-force,thous pers,34431.1
Europe_Non_EU,2080,population,thous pers,118143.0
Europe_Non_EU,2080,savings-rate,rate annual,0.224307
Europe_Non_EU,2080,fac-share-labor,share,0.534772
Europe_Non_EU,2080,fac-share-capital,share,0.326609
Europe_Non_EU,2080,fac-share-energy,share,0.138619
Europe_Non_EU,2080,energy-service,million 1990$,643176.0
Europe_Non_EU,2080,total-factor-productivity,million 1990$,1.81886
Europe_Non_EU,2085,GDP,million 1990$,2517810.0
Europe_Non_EU,2085,energy-investment,million 1990$,57418.2
Europe_Non_EU,2085,consumer-durable,million 1990$,119295.0
Europe_Non_EU,2085,value-added,million 1990$,2190150.0
Europe_Non_EU,2085,gross-output,million 1990$,2544940.0
Europe_Non_EU,2085,savings,million 1990$,776755.0
Europe_Non_EU,2085,investment,million 1990$,776755.0
Europe_Non_EU,2085,capital-stock,million 1990$,9974780.0
Europe_Non_EU,2085,depreciation,million 1990$,514710.0
Europe_Non_EU,2085,energy-service-value,million 1990$,354786.0
Europe_Non_EU,2085,energy-net-export,million 1990$,-27129.2
Europe_Non_EU,2085,materials-net-export,million 1990$,27129.2
Europe_Non_EU,2085,capital-net-export,million 1990$,0.0
Europe_Non_EU,2085,labor-wages,million 1990$,1373040.0
Europe_Non_EU,2085,gdp-per-capita,thous 1990$ percap,21.7322
Europe_Non_EU,2085,gdp-per-capita-ppp,thous 1990$ percap,48.5443
Europe_Non_EU,2085,labor-force,thous pers,32847.4
Europe_Non_EU,2085,population,thous pers,115856.0
Europe_Non_EU,2085,savings-rate,rate annual,0.217762
Europe_Non_EU,2085,fac-share-labor,share,0.539517
Europe_Non_EU,2085,fac-share-capital,share,0.321074
Europe_Non_EU,2085,fac-share-energy,share,0.139409
Europe_Non_EU,2085,energy-service,million 1990$,642285.0
Europe_Non_EU,2085,total-factor-productivity,million 1990$,1.88736
Europe_Non_EU,2090,GDP,million 1990$,2573570.0
Europe_Non_EU,2090,energy-investment,million 1990$,58039.5
Europe_Non_EU,2090,consumer-durable,million 1990$,118862.0
Europe_Non_EU,2090,value-added,million 1990$,2236870.0
Europe_Non_EU,2090,gross-output,million 1990$,2600310.0
Europe_Non_EU,2090,savings,million 1990$,779588.0
Europe_Non_EU,2090,investment,million 1990$,779588.0
Europe_Non_EU,2090,capital-stock,million 1990$,10278000.0
Europe_Non_EU,2090,depreciation,million 1990$,535356.0
Europe_Non_EU,2090,energy-service-value,million 1990$,363433.0
Europe_Non_EU,2090,energy-net-export,million 1990$,-26732.1
Europe_Non_EU,2090,materials-net-export,million 1990$,26732.1
Europe_Non_EU,2090,capital-net-export,million 1990$,0.0
Europe_Non_EU,2090,labor-wages,million 1990$,1412130.0
Europe_Non_EU,2090,gdp-per-capita,thous 1990$ percap,22.6782
Europe_Non_EU,2090,gdp-per-capita-ppp,thous 1990$ percap,50.6575
Europe_Non_EU,2090,labor-force,thous pers,31791.9
Europe_Non_EU,2090,population,thous pers,113482.0
Europe_Non_EU,2090,savings-rate,rate annual,0.211697
Europe_Non_EU,2090,fac-share-labor,share,0.543064
Europe_Non_EU,2090,fac-share-capital,share,0.317171
Europe_Non_EU,2090,fac-share-energy,share,0.139766
Europe_Non_EU,2090,energy-service,million 1990$,640043.0
Europe_Non_EU,2090,total-factor-productivity,million 1990$,1.9451
Europe_Non_EU,2095,GDP,million 1990$,2625870.0
Europe_Non_EU,2095,energy-investment,million 1990$,58301.9
Europe_Non_EU,2095,consumer-durable,million 1990$,118556.0
Europe_Non_EU,2095,value-added,million 1990$,2280050.0
Europe_Non_EU,2095,gross-output,million 1990$,2651810.0
Europe_Non_EU,2095,savings,million 1990$,781246.0
Europe_Non_EU,2095,investment,million 1990$,781246.0
Europe_Non_EU,2095,capital-stock,million 1990$,10514800.0
Europe_Non_EU,2095,depreciation,million 1990$,551632.0
Europe_Non_EU,2095,energy-service-value,million 1990$,371761.0
Europe_Non_EU,2095,energy-net-export,million 1990$,-25941.2
Europe_Non_EU,2095,materials-net-export,million 1990$,25941.2
Europe_Non_EU,2095,capital-net-export,million 1990$,0.0
Europe_Non_EU,2095,labor-wages,million 1990$,1448170.0
Europe_Non_EU,2095,gdp-per-capita,thous 1990$ percap,23.6448
Europe_Non_EU,2095,gdp-per-capita-ppp,thous 1990$ percap,52.8165
Europe_Non_EU,2095,labor-force,thous pers,30775.7
Europe_Non_EU,2095,population,thous pers,111055.0
Europe_Non_EU,2095,savings-rate,rate annual,0.206153
Europe_Non_EU,2095,fac-share-labor,share,0.546105
Europe_Non_EU,2095,fac-share-capital,share,0.313703
Europe_Non_EU,2095,fac-share-energy,share,0.140192
Europe_Non_EU,2095,energy-service,million 1990$,636760.0
Europe_Non_EU,2095,total-factor-productivity,million 1990$,2.00602
Europe_Non_EU,2100,GDP,million 1990$,2674610.0
Europe_Non_EU,2100,energy-investment,million 1990$,57815.7
Europe_Non_EU,2100,consumer-durable,million 1990$,117737.0
Europe_Non_EU,2100,value-added,million 1990$,2320140.0
Europe_Non_EU,2100,gross-output,million 1990$,2699770.0
Europe_Non_EU,2100,savings,million 1990$,782564.0
Europe_Non_EU,2100,investment,million 1990$,782564.0
Europe_Non_EU,2100,capital-stock,million 1990$,10700600.0
Europe_Non_EU,2100,depreciation,million 1990$,564338.0
Europe_Non_EU,2100,energy-service-value,million 1990$,379635.0
Europe_Non_EU,2100,energy-net-export,million 1990$,-25161.8
Europe_Non_EU,2100,materials-net-export,million 1990$,25161.8
Europe_Non_EU,2100,capital-net-export,million 1990$,0.0
Europe_Non_EU,2100,labor-wages,million 1990$,1481760.0
Europe_Non_EU,2100,gdp-per-capita,thous 1990$ percap,24.634
Europe_Non_EU,2100,gdp-per-capita-ppp,thous 1990$ percap,55.0262
Europe_Non_EU,2100,labor-force,thous pers,29777.2
Europe_Non_EU,2100,population,thous pers,108574.0
Europe_Non_EU,2100,savings-rate,rate annual,0.201094
Europe_Non_EU,2100,fac-share-labor,share,0.548845
Europe_Non_EU,2100,fac-share-capital,share,0.310537
Europe_Non_EU,2100,fac-share-energy,share,0.140617
Europe_Non_EU,2100,energy-service,million 1990$,631945.0
Europe_Non_EU,2100,total-factor-productivity,million 1990$,2.07039
European Free Trade Association,1975,GDP,million 1990$,296042.0
European Free Trade Association,1975,energy-investment,million 1990$,11649.4
European Free Trade Association,1975,consumer-durable,million 1990$,0.141933
European Free Trade Association,1975,value-added,million 1990$,233643.0
European Free Trade Association,1975,gross-output,million 1990$,296044.0
European Free Trade Association,1975,savings,million 1990$,92049.8
European Free Trade Association,1975,investment,million 1990$,80123.1
European Free Trade Association,1975,capital-stock,million 1990$,1011430.0
European Free Trade Association,1975,depreciation,million 1990$,52182.7
European Free Trade Association,1975,energy-service-value,million 1990$,62401.2
European Free Trade Association,1975,energy-net-export,million 1990$,-2.129
European Free Trade Association,1975,materials-net-export,million 1990$,11928.9
European Free Trade Association,1975,capital-net-export,million 1990$,-11926.7
European Free Trade Association,1975,labor-wages,million 1990$,188976.0
European Free Trade Association,1975,gdp-per-capita,thous 1990$ percap,27.9628
European Free Trade Association,1975,gdp-per-capita-ppp,thous 1990$ percap,20.9324
European Free Trade Association,1975,labor-force,thous pers,5023.68
European Free Trade Association,1975,population,thous pers,10587.0
European Free Trade Association,1975,savings-rate,rate annual,0.310935
European Free Trade Association,1975,fac-share-labor,share,0.638337
European Free Trade Association,1975,fac-share-capital,share,0.15088
European Free Trade Association,1975,fac-share-energy,share,0.210783
European Free Trade Association,1975,energy-service,million 1990$,2.129
European Free Trade Association,1975,total-factor-productivity,million 1990$,0.0
European Free Trade Association,1990,GDP,million 1990$,423315.0
European Free Trade Association,1990,energy-investment,million 1990$,13603.6
European Free Trade Association,1990,consumer-durable,million 1990$,9438.75
European Free Trade Association,1990,value-added,million 1990$,323063.0
European Free Trade Association,1990,gross-output,million 1990$,411832.0
European Free Trade Association,1990,savings,million 1990$,92050.0
European Free Trade Association,1990,investment,million 1990$,41954.1
European Free Trade Association,1990,capital-stock,million 1990$,1456690.0
European Free Trade Association,1990,depreciation,million 1990$,52182.7
European Free Trade Association,1990,energy-service-value,million 1990$,88768.7
European Free Trade Association,1990,energy-net-export,million 1990$,11483.1
European Free Trade Association,1990,materials-net-export,million 1990$,38612.8
European Free Trade Association,1990,capital-net-export,million 1990$,-50095.9
European Free Trade Association,1990,labor-wages,million 1990$,258325.0
European Free Trade Association,1990,gdp-per-capita,thous 1990$ percap,37.6715
European Free Trade Association,1990,gdp-per-capita-ppp,thous 1990$ percap,28.2002
European Free Trade Association,1990,labor-force,thous pers,6076.69
European Free Trade Association,1990,population,thous pers,11237.0
European Free Trade Association,1990,savings-rate,rate annual,0.393899
European Free Trade Association,1990,fac-share-labor,share,0.627258
European Free Trade Association,1990,fac-share-capital,share,0.157196
European Free Trade Association,1990,fac-share-energy,share,0.215546
European Free Trade Association,1990,energy-service,million 1990$,84732.1
European Free Trade Association,1990,total-factor-productivity,million 1990$,0.0
European Free Trade Association,2005,GDP,million 1990$,564990.0
European Free Trade Association,2005,energy-investment,million 1990$,22037.9
European Free Trade Association,2005,consumer-durable,million 1990$,11165.4
European Free Trade Association,2005,value-added,million 1990$,416485.0
European Free Trade Association,2005,gross-output,million 1990$,532663.0
European Free Trade Association,2005,savings,million 1990$,176182.0
European Free Trade Association,2005,investment,million 1990$,91419.0
European Free Trade Association,2005,capital-stock,million 1990$,1774510.0
European Free Trade Association,2005,depreciation,million 1990$,62152.7
European Free Trade Association,2005,energy-service-value,million 1990$,116178.0
European Free Trade Association,2005,energy-net-export,million 1990$,32327.5
European Free Trade Association,2005,materials-net-export,million 1990$,52435.6
European Free Trade Association,2005,capital-net-export,million 1990$,-84763.1
European Free Trade Association,2005,labor-wages,million 1990$,317266.0
European Free Trade Association,2005,gdp-per-capita,thous 1990$ percap,45.6226
European Free Trade Association,2005,gdp-per-capita-ppp,thous 1990$ percap,34.1521
European Free Trade Association,2005,labor-force,thous pers,6600.28
European Free Trade Association,2005,population,thous pers,12384.0
European Free Trade Association,2005,savings-rate,rate annual,0.409542
European Free Trade Association,2005,fac-share-labor,share,0.595624
European Free Trade Association,2005,fac-share-capital,share,0.186268
European Free Trade Association,2005,fac-share-energy,share,0.218108
European Free Trade Association,2005,energy-service,million 1990$,100762.0
European Free Trade Association,2005,total-factor-productivity,million 1990$,0.0
European Free Trade Association,2010,GDP,million 1990$,617666.0
European Free Trade Association,2010,energy-investment,million 1990$,24204.9
European Free Trade Association,2010,consumer-durable,million 1990$,13680.3
European Free Trade Association,2010,value-added,million 1990$,457949.0
European Free Trade Association,2010,gross-output,million 1990$,566869.0
European Free Trade Association,2010,savings,million 1990$,242552.0
European Free Trade Association,2010,investment,million 1990$,152874.0
European Free Trade Association,2010,capital-stock,million 1990$,1945110.0
European Free Trade Association,2010,depreciation,million 1990$,76669.3
European Free Trade Association,2010,energy-service-value,million 1990$,108920.0
European Free Trade Association,2010,energy-net-export,million 1990$,50796.8
European Free Trade Association,2010,materials-net-export,million 1990$,38881.4
