region,sector,subsector,technology,year,generation_ej
Australia_NZ,electricity,solar,PV,2050,0.0929618
Australia_NZ,electricity,solar,PV,2055,0.0929618
Australia_NZ,electricity,solar,PV,2060,0.0929618
Australia_NZ,electricity,solar,PV,2065,0.0929618
Australia_NZ,electricity,solar,PV,2070,0.0929618
Australia_NZ,electricity,solar,PV,2050,0.157811
Australia_NZ,electricity,solar,PV,2055,0.157811
Australia_NZ,electricity,solar,PV,2060,0.157811
Australia_NZ,electricity,solar,PV,2065,0.157811
Australia_NZ,electricity,solar,PV,2070,0.157811
Australia_NZ,electricity,solar,PV,2075,0.157811
Australia_NZ,electricity,solar,PV,2055,0.0867384
Australia_NZ,electricity,solar,PV,2060,0.0867384
Australia_NZ,electricity,solar,PV,2065,0.0867384
Australia_NZ,electricity,solar,PV,2070,0.0867384
Australia_NZ,electricity,solar,PV,2075,0.0867384
Australia_NZ,electricity,solar,PV,2080,0.0867384
Australia_NZ,electricity,solar,PV,2060,0.0960868
Australia_NZ,electricity,solar,PV,2065,0.0960868
Australia_NZ,electricity,solar,PV,2070,0.0960868
Australia_NZ,electricity,solar,PV,2075,0.0960868
Australia_NZ,electricity,solar,PV,2080,0.0960868
Australia_NZ,electricity,solar,PV,2085,0.0960868
Australia_NZ,electricity,solar,PV,2065,0.0993391
Australia_NZ,electricity,solar,PV,2070,0.0993391
Australia_NZ,electricity,solar,PV,2075,0.0993391
Australia_NZ,electricity,solar,PV,2080,0.0993391
Australia_NZ,electricity,solar,PV,2085,0.0993391
Australia_NZ,electricity,solar,PV,2090,0.0993391
Australia_NZ,electricity,solar,PV,2070,0.0950289
Australia_NZ,electricity,solar,PV,2075,0.0950289
Australia_NZ,electricity,solar,PV,2080,0.0950289
Australia_NZ,electricity,solar,PV,2085,0.0950289
Australia_NZ,electricity,solar,PV,2090,0.0950289
Australia_NZ,electricity,solar,PV,2095,0.0950289
Australia_NZ,electricity,solar,PV,2075,0.0889327
Australia_NZ,electricity,solar,PV,2080,0.0889327
Australia_NZ,electricity,solar,PV,2085,0.0889327
Australia_NZ,electricity,solar,PV,2090,0.0889327
Australia_NZ,electricity,solar,PV,2095,0.0889327
Australia_NZ,electricity,solar,PV,2100,0.0889327
Australia_NZ,electricity,solar,PV,2080,0.124138
Australia_NZ,electricity,solar,PV,2085,0.124138
Australia_NZ,electricity,solar,PV,2090,0.124138
Australia_NZ,electricity,solar,PV,2095,0.124138
Australia_NZ,electricity,solar,PV,2100,0.124138
Australia_NZ,electricity,solar,PV,2085,0.08795
Australia_NZ,electricity,solar,PV,2090,0.08795
Australia_NZ,electricity,solar,PV,2095,0.08795
Australia_NZ,electricity,solar,PV,2100,0.08795
Australia_NZ,electricity,solar,PV,2090,0.0858632
Australia_NZ,electricity,solar,PV,2095,0.0858632
Australia_NZ,electricity,solar,PV,2100,0.0858632
Australia_NZ,electricity,solar,PV,2095,0.0899193
Australia_NZ,electricity,solar,PV,2100,0.0899193
Australia_NZ,electricity,solar,PV,2100,0.08192
Australia_NZ,electricity,solar,PV_storage,2025,8.37353e-06
Australia_NZ,electricity,solar,PV_storage,2030,8.37353e-06
Australia_NZ,electricity,solar,PV_storage,2035,8.37353e-06
Australia_NZ,electricity,solar,PV_storage,2040,8.37353e-06
Australia_NZ,electricity,solar,PV_storage,2045,8.37353e-06
Australia_NZ,electricity,solar,PV_storage,2050,8.37353e-06
Australia_NZ,electricity,solar,PV_storage,2030,4.30704e-05
Australia_NZ,electricity,solar,PV_storage,2035,4.30704e-05
Australia_NZ,electricity,solar,PV_storage,2040,4.30704e-05
Australia_NZ,electricity,solar,PV_storage,2045,4.30704e-05
Australia_NZ,electricity,solar,PV_storage,2050,4.30704e-05
Australia_NZ,electricity,solar,PV_storage,2055,4.30704e-05
Australia_NZ,electricity,solar,PV_storage,2035,0.000133869
Australia_NZ,electricity,solar,PV_storage,2040,0.000133869
Australia_NZ,electricity,solar,PV_storage,2045,0.000133869
Australia_NZ,electricity,solar,PV_storage,2050,0.000133869
Australia_NZ,electricity,solar,PV_storage,2055,0.000133869
Australia_NZ,electricity,solar,PV_storage,2060,0.000133869
Australia_NZ,electricity,solar,PV_storage,2040,0.000353011
Australia_NZ,electricity,solar,PV_storage,2045,0.000353011
Australia_NZ,electricity,solar,PV_storage,2050,0.000353011
Australia_NZ,electricity,solar,PV_storage,2055,0.000353011
Australia_NZ,electricity,solar,PV_storage,2060,0.000353011
Australia_NZ,electricity,solar,PV_storage,2065,0.000353011
Australia_NZ,electricity,solar,PV_storage,2045,0.00061807
Australia_NZ,electricity,solar,PV_storage,2050,0.00061807
Australia_NZ,electricity,solar,PV_storage,2055,0.00061807
Australia_NZ,electricity,solar,PV_storage,2060,0.00061807
Australia_NZ,electricity,solar,PV_storage,2065,0.00061807
Australia_NZ,electricity,solar,PV_storage,2070,0.00061807
Australia_NZ,electricity,solar,PV_storage,2050,0.00158074
Australia_NZ,electricity,solar,PV_storage,2055,0.00158074
Australia_NZ,electricity,solar,PV_storage,2060,0.00158074
Australia_NZ,electricity,solar,PV_storage,2065,0.00158074
Australia_NZ,electricity,solar,PV_storage,2070,0.00158074
Australia_NZ,electricity,solar,PV_storage,2075,0.00158074
Australia_NZ,electricity,solar,PV_storage,2055,0.00120336
Australia_NZ,electricity,solar,PV_storage,2060,0.00120336
Australia_NZ,electricity,solar,PV_storage,2065,0.00120336
Australia_NZ,electricity,solar,PV_storage,2070,0.00120336
Australia_NZ,electricity,solar,PV_storage,2075,0.00120336
Australia_NZ,electricity,solar,PV_storage,2080,0.00120336
Australia_NZ,electricity,solar,PV_storage,2060,0.00150614
Australia_NZ,electricity,solar,PV_storage,2065,0.00150614
Australia_NZ,electricity,solar,PV_storage,2070,0.00150614
Australia_NZ,electricity,solar,PV_storage,2075,0.00150614
Australia_NZ,electricity,solar,PV_storage,2080,0.00150614
Australia_NZ,electricity,solar,PV_storage,2085,0.00150614
Australia_NZ,electricity,solar,PV_storage,2065,0.0016142
Australia_NZ,electricity,solar,PV_storage,2070,0.0016142
Australia_NZ,electricity,solar,PV_storage,2075,0.0016142
Australia_NZ,electricity,solar,PV_storage,2080,0.0016142
Australia_NZ,electricity,solar,PV_storage,2085,0.0016142
Australia_NZ,electricity,solar,PV_storage,2090,0.0016142
Australia_NZ,electricity,solar,PV_storage,2070,0.00149489
Australia_NZ,electricity,solar,PV_storage,2075,0.00149489
Australia_NZ,electricity,solar,PV_storage,2080,0.00149489
Australia_NZ,electricity,solar,PV_storage,2085,0.00149489
Australia_NZ,electricity,solar,PV_storage,2090,0.00149489
Australia_NZ,electricity,solar,PV_storage,2095,0.00149489
Australia_NZ,electricity,solar,PV_storage,2075,0.00133364
Australia_NZ,electricity,solar,PV_storage,2080,0.00133364
Australia_NZ,electricity,solar,PV_storage,2085,0.00133364
Australia_NZ,electricity,solar,PV_storage,2090,0.00133364
Australia_NZ,electricity,solar,PV_storage,2095,0.00133364
Australia_NZ,electricity,solar,PV_storage,2100,0.00133364
Australia_NZ,electricity,solar,PV_storage,2080,0.00164352
Australia_NZ,electricity,solar,PV_storage,2085,0.00164352
Australia_NZ,electricity,solar,PV_storage,2090,0.00164352
Australia_NZ,electricity,solar,PV_storage,2095,0.00164352
Australia_NZ,electricity,solar,PV_storage,2100,0.00164352
Australia_NZ,electricity,solar,PV_storage,2085,0.00119196
Australia_NZ,electricity,solar,PV_storage,2090,0.00119196
Australia_NZ,electricity,solar,PV_storage,2095,0.00119196
Australia_NZ,electricity,solar,PV_storage,2100,0.00119196
Australia_NZ,electricity,solar,PV_storage,2090,0.00114516
Australia_NZ,electricity,solar,PV_storage,2095,0.00114516
Australia_NZ,electricity,solar,PV_storage,2100,0.00114516
Australia_NZ,electricity,solar,PV_storage,2095,0.00119171
Australia_NZ,electricity,solar,PV_storage,2100,0.00119171
Australia_NZ,electricity,solar,PV_storage,2100,0.00107184
Australia_NZ,electricity,solar,CSP,2005,3.59998e-06
Australia_NZ,electricity,solar,CSP,2010,1.07998e-05
Australia_NZ,electricity,solar,CSP,2015,1.43996e-05
Australia_NZ,electricity,solar,CSP,2021,1.79997e-05
Australia_NZ,electricity,solar,CSP,2025,1.79997e-05
Australia_NZ,electricity,solar,CSP,2030,1.79997e-05
Australia_NZ,electricity,solar,CSP,2035,1.79997e-05
Australia_NZ,electricity,solar,CSP,2040,1.79997e-05
Australia_NZ,electricity,solar,CSP,2045,1.79997e-05
Australia_NZ,electricity,solar,CSP_storage,2025,6.49419e-06
Australia_NZ,electricity,solar,CSP_storage,2030,4.68286e-05
Australia_NZ,electricity,solar,CSP_storage,2035,0.00015864
Australia_NZ,electricity,solar,CSP_storage,2040,0.000412559
Australia_NZ,electricity,solar,CSP_storage,2045,0.000806745
Australia_NZ,electricity,solar,CSP_storage,2050,0.00174779
Australia_NZ,electricity,solar,CSP_storage,2055,0.00244182
Australia_NZ,electricity,solar,CSP_storage,2060,0.00328352
Australia_NZ,electricity,solar,CSP_storage,2065,0.00414884
Australia_NZ,electricity,solar,CSP_storage,2070,0.00484736
Australia_NZ,electricity,solar,CSP_storage,2075,0.005356
Australia_NZ,electricity,solar,CSP_storage,2080,0.00560485
Australia_NZ,electricity,solar,CSP_storage,2085,0.00582383
Australia_NZ,electricity,solar,CSP_storage,2090,0.00588065
Australia_NZ,electricity,solar,CSP_storage,2095,0.00594742
Australia_NZ,electricity,solar,CSP_storage,2100,0.00599356
Australia_NZ,electricity,geothermal,geothermal,1990,0.00746644
Australia_NZ,electricity,geothermal,geothermal,2005,0.0111491
Australia_NZ,electricity,geothermal,geothermal,2010,0.02102
Australia_NZ,electricity,geothermal,geothermal,2015,0.0293176
Australia_NZ,electricity,geothermal,geothermal,2021,0.0302142
Australia_NZ,electricity,geothermal,geothermal,2025,0.0346053
Australia_NZ,electricity,geothermal,geothermal,2030,0.0406633
Australia_NZ,electricity,geothermal,geothermal,2035,0.0493061
Australia_NZ,electricity,geothermal,geothermal,2040,0.0605588
Australia_NZ,electricity,geothermal,geothermal,2045,0.0720861
Australia_NZ,electricity,geothermal,geothermal,2050,0.0667885
Australia_NZ,electricity,geothermal,geothermal,2055,0.077239
Australia_NZ,electricity,geothermal,geothermal,2060,0.0876615
Australia_NZ,electricity,geothermal,geothermal,2065,0.0959392
Australia_NZ,electricity,geothermal,geothermal,2070,0.10083
Australia_NZ,electricity,geothermal,geothermal,2075,0.10446
Australia_NZ,electricity,geothermal,geothermal,2080,0.101882
Australia_NZ,electricity,geothermal,geothermal,2085,0.103481
Australia_NZ,electricity,geothermal,geothermal,2090,0.103953
Australia_NZ,electricity,geothermal,geothermal,2095,0.105544
Australia_NZ,electricity,geothermal,geothermal,2100,0.106893
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),1990,0.0128233
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2005,0.0102419
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2010,0.0209228
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2015,0.0240185
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2021,0.0165345
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2025,0.011685
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2030,0.00881566
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2035,0.00782369
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2040,0.00688358
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2045,0.00581005
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2050,0.00493873
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2055,0.00370687
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2060,0.00315821
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2065,0.00215909
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2070,0.0017722
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2075,0.00146113
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2080,0.00116143
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2085,0.000901637
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2090,0.000750854
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2095,0.000567472
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2100,0.000519482
Australia_NZ,electricity,refined liquids,refined liquids (CC),2025,0.000416119
Australia_NZ,electricity,refined liquids,refined liquids (CC),2030,0.00076654
Australia_NZ,electricity,refined liquids,refined liquids (CC),2035,0.00146654
Australia_NZ,electricity,refined liquids,refined liquids (CC),2040,0.00249274
Australia_NZ,electricity,refined liquids,refined liquids (CC),2045,0.00338776
Australia_NZ,electricity,refined liquids,refined liquids (CC),2050,0.00608241
Australia_NZ,electricity,refined liquids,refined liquids (CC),2055,0.00521855
Australia_NZ,electricity,refined liquids,refined liquids (CC),2060,0.00614663
Australia_NZ,electricity,refined liquids,refined liquids (CC),2065,0.00680882
Australia_NZ,electricity,refined liquids,refined liquids (CC),2070,0.00705657
Australia_NZ,electricity,refined liquids,refined liquids (CC),2075,0.00719284
Australia_NZ,electricity,refined liquids,refined liquids (CC),2080,0.00795971
Australia_NZ,electricity,refined liquids,refined liquids (CC),2085,0.00738529
Australia_NZ,electricity,refined liquids,refined liquids (CC),2090,0.00745812
Australia_NZ,electricity,refined liquids,refined liquids (CC),2095,0.00742291
Australia_NZ,electricity,refined liquids,refined liquids (CC),2100,0.00738834
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.00576293
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.0158774
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.0264421
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.0357442
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.044401
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.0566211
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.0672398
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.0847276
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.10385
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.12013
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.131839
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.150813
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2085,0.157706
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2090,0.165606
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2095,0.171814
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2100,0.17805
Brazil,electricity,coal,coal (conv pul),1990,0.0097612
Brazil,electricity,coal,coal (conv pul),2005,0.0219945
Brazil,electricity,coal,coal (conv pul),2010,0.02183
Brazil,electricity,coal,coal (conv pul),2015,0.0641544
Brazil,electricity,coal,coal (conv pul),2021,0.0592148
Brazil,electricity,coal,coal (conv pul),2025,0.0773334
Brazil,electricity,coal,coal (conv pul),2030,0.0962321
Brazil,electricity,coal,coal (conv pul),2035,0.122467
Brazil,electricity,coal,coal (conv pul),2040,0.161811
Brazil,electricity,coal,coal (conv pul),2045,0.208801
Brazil,electricity,coal,coal (conv pul),2050,0.283515
Brazil,electricity,coal,coal (conv pul),2055,0.340243
Brazil,electricity,coal,coal (conv pul),2060,0.398914
Brazil,electricity,coal,coal (conv pul),2065,0.463976
Brazil,electricity,coal,coal (conv pul),2070,0.537052
Brazil,electricity,coal,coal (conv pul),2075,0.610508
Brazil,electricity,coal,coal (conv pul),2080,0.69683
Brazil,electricity,coal,coal (conv pul),2085,0.751777
Brazil,electricity,coal,coal (conv pul),2090,0.799845
Brazil,electricity,coal,coal (conv pul),2095,0.84456
Brazil,electricity,coal,coal (conv pul),2100,0.873513
Brazil,electricity,coal,coal (IGCC),2030,0.000162294
Brazil,electricity,coal,coal (IGCC),2035,0.000366478
Brazil,electricity,coal,coal (IGCC),2040,0.00064284
Brazil,electricity,coal,coal (IGCC),2045,0.000951812
Brazil,electricity,coal,coal (IGCC),2050,0.00140278
Brazil,electricity,coal,coal (IGCC),2055,0.00173464
Brazil,electricity,coal,coal (IGCC),2060,0.00205799
Brazil,electricity,coal,coal (IGCC),2065,0.00239283
Brazil,electricity,coal,coal (IGCC),2070,0.00274647
Brazil,electricity,coal,coal (IGCC),2075,0.00308427
Brazil,electricity,coal,coal (IGCC),2080,0.00347428
Brazil,electricity,coal,coal (IGCC),2085,0.00378242
Brazil,electricity,coal,coal (IGCC),2090,0.0038973
Brazil,electricity,coal,coal (IGCC),2095,0.00398161
Brazil,electricity,coal,coal (IGCC),2100,0.00397565
Brazil,electricity,gas,gas (steam/CT),1990,4.32071e-05
Brazil,electricity,gas,gas (steam/CT),2005,0.0210315
Brazil,electricity,gas,gas (steam/CT),2010,0.0422139
Brazil,electricity,gas,gas (steam/CT),2015,0.160867
Brazil,electricity,gas,gas (steam/CT),2021,0.142437
Brazil,electricity,gas,gas (steam/CT),2025,0.133819
Brazil,electricity,gas,gas (steam/CT),2030,0.136623
Brazil,electricity,gas,gas (steam/CT),2035,0.139855
Brazil,electricity,gas,gas (steam/CT),2040,0.134056
Brazil,electricity,gas,gas (steam/CT),2045,0.129903
Brazil,electricity,gas,gas (steam/CT),2050,0.126924
Brazil,electricity,gas,gas (steam/CT),2055,0.117904
Brazil,electricity,gas,gas (steam/CT),2060,0.121644
Brazil,electricity,gas,gas (steam/CT),2065,0.118267
Brazil,electricity,gas,gas (steam/CT),2070,0.110668
Brazil,electricity,gas,gas (steam/CT),2075,0.0972657
Brazil,electricity,gas,gas (steam/CT),2080,0.083486
Brazil,electricity,gas,gas (steam/CT),2085,0.0715182
Brazil,electricity,gas,gas (steam/CT),2090,0.0624742
Brazil,electricity,gas,gas (steam/CT),2095,0.0539763
Brazil,electricity,gas,gas (steam/CT),2100,0.0517307
Brazil,electricity,gas,gas (CC),2005,0.0290141
Brazil,electricity,gas,gas (CC),2010,0.0509859
Brazil,electricity,gas,gas (CC),2015,0.0854412
Brazil,electricity,gas,gas (CC),2021,0.108761
Brazil,electricity,gas,gas (CC),2025,0.130812
Brazil,electricity,gas,gas (CC),2030,0.157899
Brazil,electricity,gas,gas (CC),2035,0.199562
Brazil,electricity,gas,gas (CC),2040,0.262979
Brazil,electricity,gas,gas (CC),2045,0.34582
Brazil,electricity,gas,gas (CC),2050,0.486942
Brazil,electricity,gas,gas (CC),2055,0.591169
Brazil,electricity,gas,gas (CC),2060,0.716309
Brazil,electricity,gas,gas (CC),2065,0.844378
Brazil,electricity,gas,gas (CC),2070,0.974673
Brazil,electricity,gas,gas (CC),2075,1.08567
Brazil,electricity,gas,gas (CC),2080,1.20199
Brazil,electricity,gas,gas (CC),2085,1.26293
Brazil,electricity,gas,gas (CC),2090,1.29596
Brazil,electricity,gas,gas (CC),2095,1.28583
Brazil,electricity,gas,gas (CC),2100,1.30495
Brazil,electricity,biomass,biomass (conv),2010,0.000284442
Brazil,electricity,biomass,biomass (conv),2015,0.00216332
Brazil,electricity,biomass,biomass (conv),2021,0.00136763
Brazil,electricity,biomass,biomass (conv),2025,0.00181855
Brazil,electricity,biomass,biomass (conv),2030,0.0024103
Brazil,electricity,biomass,biomass (conv),2035,0.00377064
Brazil,electricity,biomass,biomass (conv),2040,0.00650837
Brazil,electricity,biomass,biomass (conv),2045,0.0104413
Brazil,electricity,biomass,biomass (conv),2050,0.0174803
Brazil,electricity,biomass,biomass (conv),2055,0.0221963
Brazil,electricity,biomass,biomass (conv),2060,0.0275816
Brazil,electricity,biomass,biomass (conv),2065,0.0340078
Brazil,electricity,biomass,biomass (conv),2070,0.0415113
Brazil,electricity,biomass,biomass (conv),2075,0.0493078
Brazil,electricity,biomass,biomass (conv),2080,0.0592027
Brazil,electricity,biomass,biomass (conv),2085,0.0669996
Brazil,electricity,biomass,biomass (conv),2090,0.0747531
Brazil,electricity,biomass,biomass (conv),2095,0.0833555
Brazil,electricity,biomass,biomass (conv),2100,0.09103
Brazil,electricity,biomass,biomass (IGCC),2030,0.00019629
Brazil,electricity,biomass,biomass (IGCC),2035,0.000582468
Brazil,electricity,biomass,biomass (IGCC),2040,0.00138246
Brazil,electricity,biomass,biomass (IGCC),2045,0.00262895
Brazil,electricity,biomass,biomass (IGCC),2050,0.0050098
Brazil,electricity,biomass,biomass (IGCC),2055,0.0071226
Brazil,electricity,biomass,biomass (IGCC),2060,0.00965126
Brazil,electricity,biomass,biomass (IGCC),2065,0.0127837
Brazil,electricity,biomass,biomass (IGCC),2070,0.0166554
Brazil,electricity,biomass,biomass (IGCC),2075,0.020904
Brazil,electricity,biomass,biomass (IGCC),2080,0.0264695
Brazil,electricity,biomass,biomass (IGCC),2085,0.031348
Brazil,electricity,biomass,biomass (IGCC),2090,0.0361161
Brazil,electricity,biomass,biomass (IGCC),2095,0.0414427
Brazil,electricity,biomass,biomass (IGCC),2100,0.0465281
Brazil,electricity,nuclear,Gen_II_LWR,1990,0.00805452
Brazil,electricity,nuclear,Gen_II_LWR,2005,0.0354871
Brazil,electricity,nuclear,Gen_II_LWR,2010,0.0522905
Brazil,electricity,nuclear,Gen_II_LWR,2015,0.0530354
Brazil,electricity,nuclear,Gen_II_LWR,2021,0.0529237
Brazil,electricity,nuclear,Gen_II_LWR,2025,0.0514399
Brazil,electricity,nuclear,Gen_II_LWR,2030,0.0489067
Brazil,electricity,nuclear,Gen_II_LWR,2035,0.0453719
Brazil,electricity,nuclear,Gen_II_LWR,2040,0.0406266
Brazil,electricity,nuclear,Gen_II_LWR,2045,0.0346723
Brazil,electricity,nuclear,Gen_II_LWR,2050,0.0278673
Brazil,electricity,nuclear,Gen_II_LWR,2055,0.0212387
Brazil,electricity,nuclear,Gen_II_LWR,2060,0.0152974
Brazil,electricity,nuclear,Gen_II_LWR,2065,0.010469
Brazil,electricity,nuclear,Gen_II_LWR,2070,0.00688565
Brazil,electricity,nuclear,Gen_II_LWR,2075,0.00440167
Brazil,electricity,nuclear,Gen_III,2030,0.00210568
Brazil,electricity,nuclear,Gen_III,2035,0.00774525
Brazil,electricity,nuclear,Gen_III,2040,0.0172075
Brazil,electricity,nuclear,Gen_III,2045,0.0299464
Brazil,electricity,nuclear,Gen_III,2050,0.0516443
Brazil,electricity,nuclear,Gen_III,2055,0.0686003
Brazil,electricity,nuclear,Gen_III,2060,0.085683
Brazil,electricity,nuclear,Gen_III,2065,0.103901
Brazil,electricity,nuclear,Gen_III,2070,0.123625
Brazil,electricity,nuclear,Gen_III,2075,0.142824
Brazil,electricity,nuclear,Gen_III,2080,0.165346
Brazil,electricity,nuclear,Gen_III,2085,0.183387
Brazil,electricity,nuclear,Gen_III,2090,0.197715
Brazil,electricity,nuclear,Gen_III,2095,0.209316
Brazil,electricity,nuclear,Gen_III,2100,0.216312
Brazil,electricity,hydro,hydro,1990,0.744149
Brazil,electricity,hydro,hydro,2005,1.21485
Brazil,electricity,hydro,hydro,2010,1.45184
Brazil,electricity,hydro,hydro,2015,1.29507
Brazil,electricity,hydro,hydro,2021,1.30614
Brazil,electricity,hydro,hydro,2025,1.34279
Brazil,electricity,hydro,hydro,2030,1.3886
Brazil,electricity,hydro,hydro,2035,1.4344
Brazil,electricity,hydro,hydro,2040,1.48021
Brazil,electricity,hydro,hydro,2045,1.52601
Brazil,electricity,hydro,hydro,2050,1.57182
Brazil,electricity,hydro,hydro,2055,1.61763
Brazil,electricity,hydro,hydro,2060,1.66343
Brazil,electricity,hydro,hydro,2065,1.70924
Brazil,electricity,hydro,hydro,2070,1.75505
Brazil,electricity,hydro,hydro,2075,1.80085
Brazil,electricity,hydro,hydro,2080,1.84666
Brazil,electricity,hydro,hydro,2085,1.89246
Brazil,electricity,hydro,hydro,2090,1.93827
Brazil,electricity,hydro,hydro,2095,1.98408
Brazil,electricity,hydro,hydro,2100,2.02988
Brazil,electricity,wind,wind_storage,2025,0.000353726
Brazil,electricity,wind,wind_storage,2030,0.000353726
Brazil,electricity,wind,wind_storage,2035,0.000353726
Brazil,electricity,wind,wind_storage,2040,0.000353726
Brazil,electricity,wind,wind_storage,2045,0.000353726
Brazil,electricity,wind,wind_storage,2050,0.000353726
Brazil,electricity,wind,wind_storage,2030,0.000937875
Brazil,electricity,wind,wind_storage,2035,0.000937875
Brazil,electricity,wind,wind_storage,2040,0.000937875
Brazil,electricity,wind,wind_storage,2045,0.000937875
Brazil,electricity,wind,wind_storage,2050,0.000937875
Brazil,electricity,wind,wind_storage,2055,0.000937875
Brazil,electricity,wind,wind_storage,2035,0.00253329
Brazil,electricity,wind,wind_storage,2040,0.00253329
Brazil,electricity,wind,wind_storage,2045,0.00253329
Brazil,electricity,wind,wind_storage,2050,0.00253329
Brazil,electricity,wind,wind_storage,2055,0.00253329
Brazil,electricity,wind,wind_storage,2060,0.00253329
Brazil,electricity,wind,wind_storage,2040,0.00607699
Brazil,electricity,wind,wind_storage,2045,0.00607699
Brazil,electricity,wind,wind_storage,2050,0.00607699
Brazil,electricity,wind,wind_storage,2055,0.00607699
Brazil,electricity,wind,wind_storage,2060,0.00607699
Brazil,electricity,wind,wind_storage,2065,0.00607699
Brazil,electricity,wind,wind_storage,2045,0.0101241
Brazil,electricity,wind,wind_storage,2050,0.0101241
Brazil,electricity,wind,wind_storage,2055,0.0101241
Brazil,electricity,wind,wind_storage,2060,0.0101241
Brazil,electricity,wind,wind_storage,2065,0.0101241
Brazil,electricity,wind,wind_storage,2070,0.0101241
Brazil,electricity,wind,wind_storage,2050,0.0176824
Brazil,electricity,wind,wind_storage,2055,0.0176824
Brazil,electricity,wind,wind_storage,2060,0.0176824
Brazil,electricity,wind,wind_storage,2065,0.0176824
Brazil,electricity,wind,wind_storage,2070,0.0176824
Brazil,electricity,wind,wind_storage,2075,0.0176824
Brazil,electricity,wind,wind_storage,2055,0.0158882
Brazil,electricity,wind,wind_storage,2060,0.0158882
Brazil,electricity,wind,wind_storage,2065,0.0158882
Brazil,electricity,wind,wind_storage,2070,0.0158882
Brazil,electricity,wind,wind_storage,2075,0.0158882
Brazil,electricity,wind,wind_storage,2080,0.0158882
Brazil,electricity,wind,wind_storage,2060,0.0174834
Brazil,electricity,wind,wind_storage,2065,0.0174834
Brazil,electricity,wind,wind_storage,2070,0.0174834
Brazil,electricity,wind,wind_storage,2075,0.0174834
Brazil,electricity,wind,wind_storage,2080,0.0174834
Brazil,electricity,wind,wind_storage,2085,0.0174834
Brazil,electricity,wind,wind_storage,2065,0.0194805
Brazil,electricity,wind,wind_storage,2070,0.0194805
Brazil,electricity,wind,wind_storage,2075,0.0194805
Brazil,electricity,wind,wind_storage,2080,0.0194805
Brazil,electricity,wind,wind_storage,2085,0.0194805
Brazil,electricity,wind,wind_storage,2090,0.0194805
Brazil,electricity,wind,wind_storage,2070,0.0212854
Brazil,electricity,wind,wind_storage,2075,0.0212854
Brazil,electricity,wind,wind_storage,2080,0.0212854
Brazil,electricity,wind,wind_storage,2085,0.0212854
Brazil,electricity,wind,wind_storage,2090,0.0212854
Brazil,electricity,wind,wind_storage,2095,0.0212854
Brazil,electricity,wind,wind_storage,2075,0.0203883
Brazil,electricity,wind,wind_storage,2080,0.0203883
Brazil,electricity,wind,wind_storage,2085,0.0203883
Brazil,electricity,wind,wind_storage,2090,0.0203883
Brazil,electricity,wind,wind_storage,2095,0.0203883
Brazil,electricity,wind,wind_storage,2100,0.0203883
Brazil,electricity,wind,wind_storage,2080,0.023248
Brazil,electricity,wind,wind_storage,2085,0.023248
Brazil,electricity,wind,wind_storage,2090,0.023248
Brazil,electricity,wind,wind_storage,2095,0.023248
Brazil,electricity,wind,wind_storage,2100,0.023248
