region,sector,subsector,technology,year,generation_ej
Middle East,electricity,refined liquids,refined liquids (steam/CT),2100,0.0281249
Middle East,electricity,refined liquids,refined liquids (CC),2025,0.0529232
Middle East,electricity,refined liquids,refined liquids (CC),2030,0.0986824
Middle East,electricity,refined liquids,refined liquids (CC),2035,0.168013
Middle East,electricity,refined liquids,refined liquids (CC),2040,0.283328
Middle East,electricity,refined liquids,refined liquids (CC),2045,0.403124
Middle East,electricity,refined liquids,refined liquids (CC),2050,0.48022
Middle East,electricity,refined liquids,refined liquids (CC),2055,0.4855
Middle East,electricity,refined liquids,refined liquids (CC),2060,0.51991
Middle East,electricity,refined liquids,refined liquids (CC),2065,0.558084
Middle East,electricity,refined liquids,refined liquids (CC),2070,0.562136
Middle East,electricity,refined liquids,refined liquids (CC),2075,0.532389
Middle East,electricity,refined liquids,refined liquids (CC),2080,0.494084
Middle East,electricity,refined liquids,refined liquids (CC),2085,0.469267
Middle East,electricity,refined liquids,refined liquids (CC),2090,0.434606
Middle East,electricity,refined liquids,refined liquids (CC),2095,0.392378
Middle East,electricity,refined liquids,refined liquids (CC),2100,0.382992
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.0863583
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.168882
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.261117
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.335093
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.394749
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.465371
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.550478
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.697048
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.817217
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.908024
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.974639
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2080,1.0374
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2085,1.08775
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2090,1.13529
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2095,1.18186
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2100,1.23571
Pakistan,electricity,coal,coal (conv pul),1990,0.000136806
Pakistan,electricity,coal,coal (conv pul),2005,0.000464369
Pakistan,electricity,coal,coal (conv pul),2010,0.000316796
Pakistan,electricity,coal,coal (conv pul),2015,0.000532843
Pakistan,electricity,coal,coal (conv pul),2021,0.104867
Pakistan,electricity,coal,coal (conv pul),2025,0.125767
Pakistan,electricity,coal,coal (conv pul),2030,0.174161
Pakistan,electricity,coal,coal (conv pul),2035,0.232155
Pakistan,electricity,coal,coal (conv pul),2040,0.330619
Pakistan,electricity,coal,coal (conv pul),2045,0.45927
Pakistan,electricity,coal,coal (conv pul),2050,0.58142
Pakistan,electricity,coal,coal (conv pul),2055,0.670791
Pakistan,electricity,coal,coal (conv pul),2060,0.854754
Pakistan,electricity,coal,coal (conv pul),2065,1.08732
Pakistan,electricity,coal,coal (conv pul),2070,1.36564
Pakistan,electricity,coal,coal (conv pul),2075,1.69543
Pakistan,electricity,coal,coal (conv pul),2080,2.02957
Pakistan,electricity,coal,coal (conv pul),2085,2.34274
Pakistan,electricity,coal,coal (conv pul),2090,2.68095
Pakistan,electricity,coal,coal (conv pul),2095,3.01449
Pakistan,electricity,coal,coal (conv pul),2100,3.30599
Pakistan,electricity,coal,coal (IGCC),2030,0.000400728
Pakistan,electricity,coal,coal (IGCC),2035,0.000848246
Pakistan,electricity,coal,coal (IGCC),2040,0.00153361
Pakistan,electricity,coal,coal (IGCC),2045,0.0023726
Pakistan,electricity,coal,coal (IGCC),2050,0.00314572
Pakistan,electricity,coal,coal (IGCC),2055,0.00369766
Pakistan,electricity,coal,coal (IGCC),2060,0.00470236
Pakistan,electricity,coal,coal (IGCC),2065,0.00589429
Pakistan,electricity,coal,coal (IGCC),2070,0.00724991
Pakistan,electricity,coal,coal (IGCC),2075,0.00878347
Pakistan,electricity,coal,coal (IGCC),2080,0.0102932
Pakistan,electricity,coal,coal (IGCC),2085,0.0117227
Pakistan,electricity,coal,coal (IGCC),2090,0.0129191
Pakistan,electricity,coal,coal (IGCC),2095,0.0140461
Pakistan,electricity,coal,coal (IGCC),2100,0.0148629
Pakistan,electricity,gas,gas (steam/CT),1990,0.04411
Pakistan,electricity,gas,gas (steam/CT),2005,0.096679
Pakistan,electricity,gas,gas (steam/CT),2010,0.0931631
Pakistan,electricity,gas,gas (steam/CT),2015,0.126014
Pakistan,electricity,gas,gas (steam/CT),2021,0.036073
Pakistan,electricity,gas,gas (steam/CT),2025,0.0338393
Pakistan,electricity,gas,gas (steam/CT),2030,0.0420919
Pakistan,electricity,gas,gas (steam/CT),2035,0.0482391
Pakistan,electricity,gas,gas (steam/CT),2040,0.0584403
Pakistan,electricity,gas,gas (steam/CT),2045,0.0721712
Pakistan,electricity,gas,gas (steam/CT),2050,0.0802946
Pakistan,electricity,gas,gas (steam/CT),2055,0.0837593
Pakistan,electricity,gas,gas (steam/CT),2060,0.0969197
Pakistan,electricity,gas,gas (steam/CT),2065,0.10305
Pakistan,electricity,gas,gas (steam/CT),2070,0.104546
Pakistan,electricity,gas,gas (steam/CT),2075,0.10246
Pakistan,electricity,gas,gas (steam/CT),2080,0.0990474
Pakistan,electricity,gas,gas (steam/CT),2085,0.093873
Pakistan,electricity,gas,gas (steam/CT),2090,0.0897947
Pakistan,electricity,gas,gas (steam/CT),2095,0.0872566
Pakistan,electricity,gas,gas (steam/CT),2100,0.0873543
Pakistan,electricity,gas,gas (CC),1990,0.00150025
Pakistan,electricity,gas,gas (CC),2005,0.0519405
Pakistan,electricity,gas,gas (CC),2021,0.161104
Pakistan,electricity,gas,gas (CC),2025,0.180565
Pakistan,electricity,gas,gas (CC),2030,0.233953
Pakistan,electricity,gas,gas (CC),2035,0.286993
Pakistan,electricity,gas,gas (CC),2040,0.369611
Pakistan,electricity,gas,gas (CC),2045,0.476475
Pakistan,electricity,gas,gas (CC),2050,0.572041
Pakistan,electricity,gas,gas (CC),2055,0.638978
Pakistan,electricity,gas,gas (CC),2060,0.792972
Pakistan,electricity,gas,gas (CC),2065,0.965094
Pakistan,electricity,gas,gas (CC),2070,1.15472
Pakistan,electricity,gas,gas (CC),2075,1.34563
Pakistan,electricity,gas,gas (CC),2080,1.52504
Pakistan,electricity,gas,gas (CC),2085,1.66393
Pakistan,electricity,gas,gas (CC),2090,1.81952
Pakistan,electricity,gas,gas (CC),2095,1.98725
Pakistan,electricity,gas,gas (CC),2100,2.1788
Pakistan,electricity,biomass,biomass (conv),2015,0.00200176
Pakistan,electricity,biomass,biomass (conv),2021,0.00270708
Pakistan,electricity,biomass,biomass (conv),2025,0.00189077
Pakistan,electricity,biomass,biomass (conv),2030,0.00356245
Pakistan,electricity,biomass,biomass (conv),2035,0.00570127
Pakistan,electricity,biomass,biomass (conv),2040,0.0098416
Pakistan,electricity,biomass,biomass (conv),2045,0.0152895
Pakistan,electricity,biomass,biomass (conv),2050,0.0202759
Pakistan,electricity,biomass,biomass (conv),2055,0.0228435
Pakistan,electricity,biomass,biomass (conv),2060,0.0297436
Pakistan,electricity,biomass,biomass (conv),2065,0.0381024
Pakistan,electricity,biomass,biomass (conv),2070,0.047984
Pakistan,electricity,biomass,biomass (conv),2075,0.0597475
Pakistan,electricity,biomass,biomass (conv),2080,0.0718191
Pakistan,electricity,biomass,biomass (conv),2085,0.0836764
Pakistan,electricity,biomass,biomass (conv),2090,0.09783
Pakistan,electricity,biomass,biomass (conv),2095,0.111613
Pakistan,electricity,biomass,biomass (conv),2100,0.126033
Pakistan,electricity,biomass,biomass (IGCC),2030,0.000472615
Pakistan,electricity,biomass,biomass (IGCC),2035,0.00110054
Pakistan,electricity,biomass,biomass (IGCC),2040,0.00234363
Pakistan,electricity,biomass,biomass (IGCC),2045,0.00419531
Pakistan,electricity,biomass,biomass (IGCC),2050,0.00618795
Pakistan,electricity,biomass,biomass (IGCC),2055,0.00776491
Pakistan,electricity,biomass,biomass (IGCC),2060,0.0112855
Pakistan,electricity,biomass,biomass (IGCC),2065,0.0159965
Pakistan,electricity,biomass,biomass (IGCC),2070,0.0220421
Pakistan,electricity,biomass,biomass (IGCC),2075,0.0297076
Pakistan,electricity,biomass,biomass (IGCC),2080,0.0380669
Pakistan,electricity,biomass,biomass (IGCC),2085,0.0469465
Pakistan,electricity,biomass,biomass (IGCC),2090,0.0576006
Pakistan,electricity,biomass,biomass (IGCC),2095,0.0687947
Pakistan,electricity,biomass,biomass (IGCC),2100,0.0803255
Pakistan,electricity,nuclear,Gen_II_LWR,1990,0.00105484
Pakistan,electricity,nuclear,Gen_II_LWR,2005,0.00894179
Pakistan,electricity,nuclear,Gen_II_LWR,2010,0.0123118
Pakistan,electricity,nuclear,Gen_II_LWR,2015,0.0165793
Pakistan,electricity,nuclear,Gen_II_LWR,2021,0.0552467
Pakistan,electricity,nuclear,Gen_II_LWR,2025,0.0536978
Pakistan,electricity,nuclear,Gen_II_LWR,2030,0.0510535
Pakistan,electricity,nuclear,Gen_II_LWR,2035,0.0473636
Pakistan,electricity,nuclear,Gen_II_LWR,2040,0.04241
Pakistan,electricity,nuclear,Gen_II_LWR,2045,0.0361943
Pakistan,electricity,nuclear,Gen_II_LWR,2050,0.0290906
Pakistan,electricity,nuclear,Gen_II_LWR,2055,0.0221711
Pakistan,electricity,nuclear,Gen_II_LWR,2060,0.015969
Pakistan,electricity,nuclear,Gen_II_LWR,2065,0.0109286
Pakistan,electricity,nuclear,Gen_II_LWR,2070,0.00718798
Pakistan,electricity,nuclear,Gen_II_LWR,2075,0.00459495
Pakistan,electricity,nuclear,Gen_III,2030,0.000639647
Pakistan,electricity,nuclear,Gen_III,2035,0.00216299
Pakistan,electricity,nuclear,Gen_III,2040,0.00492351
Pakistan,electricity,nuclear,Gen_III,2045,0.00885219
Pakistan,electricity,nuclear,Gen_III,2050,0.0129692
Pakistan,electricity,nuclear,Gen_III,2055,0.016277
Pakistan,electricity,nuclear,Gen_III,2060,0.0226126
Pakistan,electricity,nuclear,Gen_III,2065,0.0305407
Pakistan,electricity,nuclear,Gen_III,2070,0.040053
Pakistan,electricity,nuclear,Gen_III,2075,0.0513965
Pakistan,electricity,nuclear,Gen_III,2080,0.0632018
Pakistan,electricity,nuclear,Gen_III,2085,0.0750641
Pakistan,electricity,nuclear,Gen_III,2090,0.0885587
Pakistan,electricity,nuclear,Gen_III,2095,0.101944
Pakistan,electricity,nuclear,Gen_III,2100,0.114671
Pakistan,electricity,hydro,hydro,1990,0.06093
Pakistan,electricity,hydro,hydro,2005,0.111103
Pakistan,electricity,hydro,hydro,2010,0.11452
Pakistan,electricity,hydro,hydro,2015,0.124679
Pakistan,electricity,hydro,hydro,2021,0.120773
Pakistan,electricity,hydro,hydro,2025,0.125156
Pakistan,electricity,hydro,hydro,2030,0.130635
Pakistan,electricity,hydro,hydro,2035,0.136114
Pakistan,electricity,hydro,hydro,2040,0.141593
Pakistan,electricity,hydro,hydro,2045,0.147072
Pakistan,electricity,hydro,hydro,2050,0.152551
Pakistan,electricity,hydro,hydro,2055,0.15803
Pakistan,electricity,hydro,hydro,2060,0.16351
Pakistan,electricity,hydro,hydro,2065,0.168989
Pakistan,electricity,hydro,hydro,2070,0.174468
Pakistan,electricity,hydro,hydro,2075,0.179947
Pakistan,electricity,hydro,hydro,2080,0.185426
Pakistan,electricity,hydro,hydro,2085,0.190905
Pakistan,electricity,hydro,hydro,2090,0.196384
Pakistan,electricity,hydro,hydro,2095,0.201863
Pakistan,electricity,hydro,hydro,2100,0.207342
Pakistan,electricity,wind,wind_storage,2025,1.12658e-05
Pakistan,electricity,wind,wind_storage,2030,1.12658e-05
Pakistan,electricity,wind,wind_storage,2035,1.12658e-05
Pakistan,electricity,wind,wind_storage,2040,1.12658e-05
Pakistan,electricity,wind,wind_storage,2045,1.12658e-05
Pakistan,electricity,wind,wind_storage,2050,1.12658e-05
Pakistan,electricity,wind,wind_storage,2030,0.000141844
Pakistan,electricity,wind,wind_storage,2035,0.000141844
Pakistan,electricity,wind,wind_storage,2040,0.000141844
Pakistan,electricity,wind,wind_storage,2045,0.000141844
Pakistan,electricity,wind,wind_storage,2050,0.000141844
Pakistan,electricity,wind,wind_storage,2055,0.000141844
Pakistan,electricity,wind,wind_storage,2035,0.000389569
Pakistan,electricity,wind,wind_storage,2040,0.000389569
Pakistan,electricity,wind,wind_storage,2045,0.000389569
Pakistan,electricity,wind,wind_storage,2050,0.000389569
Pakistan,electricity,wind,wind_storage,2055,0.000389569
Pakistan,electricity,wind,wind_storage,2060,0.000389569
Pakistan,electricity,wind,wind_storage,2040,0.00119453
Pakistan,electricity,wind,wind_storage,2045,0.00119453
Pakistan,electricity,wind,wind_storage,2050,0.00119453
Pakistan,electricity,wind,wind_storage,2055,0.00119453
Pakistan,electricity,wind,wind_storage,2060,0.00119453
Pakistan,electricity,wind,wind_storage,2065,0.00119453
Pakistan,electricity,wind,wind_storage,2045,0.00240929
Pakistan,electricity,wind,wind_storage,2050,0.00240929
Pakistan,electricity,wind,wind_storage,2055,0.00240929
Pakistan,electricity,wind,wind_storage,2060,0.00240929
Pakistan,electricity,wind,wind_storage,2065,0.00240929
Pakistan,electricity,wind,wind_storage,2070,0.00240929
Pakistan,electricity,wind,wind_storage,2050,0.00306212
Pakistan,electricity,wind,wind_storage,2055,0.00306212
Pakistan,electricity,wind,wind_storage,2060,0.00306212
Pakistan,electricity,wind,wind_storage,2065,0.00306212
Pakistan,electricity,wind,wind_storage,2070,0.00306212
Pakistan,electricity,wind,wind_storage,2075,0.00306212
Pakistan,electricity,wind,wind_storage,2055,0.0027576
Pakistan,electricity,wind,wind_storage,2060,0.0027576
Pakistan,electricity,wind,wind_storage,2065,0.0027576
Pakistan,electricity,wind,wind_storage,2070,0.0027576
Pakistan,electricity,wind,wind_storage,2075,0.0027576
Pakistan,electricity,wind,wind_storage,2080,0.0027576
Pakistan,electricity,wind,wind_storage,2060,0.00572192
Pakistan,electricity,wind,wind_storage,2065,0.00572192
Pakistan,electricity,wind,wind_storage,2070,0.00572192
Pakistan,electricity,wind,wind_storage,2075,0.00572192
Pakistan,electricity,wind,wind_storage,2080,0.00572192
Pakistan,electricity,wind,wind_storage,2085,0.00572192
Pakistan,electricity,wind,wind_storage,2065,0.00746034
Pakistan,electricity,wind,wind_storage,2070,0.00746034
Pakistan,electricity,wind,wind_storage,2075,0.00746034
Pakistan,electricity,wind,wind_storage,2080,0.00746034
Pakistan,electricity,wind,wind_storage,2085,0.00746034
Pakistan,electricity,wind,wind_storage,2090,0.00746034
Pakistan,electricity,wind,wind_storage,2070,0.00892663
Pakistan,electricity,wind,wind_storage,2075,0.00892663
Pakistan,electricity,wind,wind_storage,2080,0.00892663
Pakistan,electricity,wind,wind_storage,2085,0.00892663
Pakistan,electricity,wind,wind_storage,2090,0.00892663
Pakistan,electricity,wind,wind_storage,2095,0.00892663
Pakistan,electricity,wind,wind_storage,2075,0.0103399
Pakistan,electricity,wind,wind_storage,2080,0.0103399
Pakistan,electricity,wind,wind_storage,2085,0.0103399
Pakistan,electricity,wind,wind_storage,2090,0.0103399
Pakistan,electricity,wind,wind_storage,2095,0.0103399
Pakistan,electricity,wind,wind_storage,2100,0.0103399
Pakistan,electricity,wind,wind_storage,2080,0.0105002
Pakistan,electricity,wind,wind_storage,2085,0.0105002
Pakistan,electricity,wind,wind_storage,2090,0.0105002
Pakistan,electricity,wind,wind_storage,2095,0.0105002
Pakistan,electricity,wind,wind_storage,2100,0.0105002
Pakistan,electricity,wind,wind_storage,2085,0.0101754
Pakistan,electricity,wind,wind_storage,2090,0.0101754
Pakistan,electricity,wind,wind_storage,2095,0.0101754
Pakistan,electricity,wind,wind_storage,2100,0.0101754
Pakistan,electricity,wind,wind_storage,2090,0.0114757
Pakistan,electricity,wind,wind_storage,2095,0.0114757
Pakistan,electricity,wind,wind_storage,2100,0.0114757
Pakistan,electricity,wind,wind_storage,2095,0.0111727
Pakistan,electricity,wind,wind_storage,2100,0.0111727
Pakistan,electricity,wind,wind_storage,2100,0.0106802
Pakistan,electricity,wind,wind,2015,0.00282983
Pakistan,electricity,wind,wind,2021,0.0112783
Pakistan,electricity,wind,wind,2025,0.0112783
Pakistan,electricity,wind,wind,2030,0.0112783
Pakistan,electricity,wind,wind,2035,0.0112783
Pakistan,electricity,wind,wind,2040,0.0112783
Pakistan,electricity,wind,wind,2045,0.0112783
Pakistan,electricity,wind,wind,2025,0.0119203
Pakistan,electricity,wind,wind,2030,0.0119203
Pakistan,electricity,wind,wind,2035,0.0119203
Pakistan,electricity,wind,wind,2040,0.0119203
Pakistan,electricity,wind,wind,2045,0.0119203
Pakistan,electricity,wind,wind,2050,0.0119203
Pakistan,electricity,wind,wind,2030,0.0540431
Pakistan,electricity,wind,wind,2035,0.0540431
Pakistan,electricity,wind,wind,2040,0.0540431
