Model,Scenario,Region,Variable,Unit,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Solar,EJ/yr,0.015069599999999,0.1133496,1.10215659129688,1.618323168251429,2.60203378559375,5.536159080875,9.1486619,13.193892087,15.516890587,16.195089499,17.446799268
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Wind,EJ/yr,0.337399219576172,0.9636839435,2.8988349440625,3.982343448999999,6.141187447999999,10.86562876,13.036216124,13.464058968,14.891018402,15.00628959,13.686260372
IMAGE 3.0.1,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Hydrogen,EJ/yr,7.339896866486242e-09,1.68095444282174e-06,0.012846422799855,0.8288215787670591,2.93510686661915,3.18635485792249,3.80509117337753,5.8507430343496,8.604252476057919,12.0825292556404,15.6974440481357
IMAGE 3.0.1,SSP1-Baseline,World,Capacity|Electricity,GW,3797.849,4523.684,6069.227,8037.996,10769.04,14619.31,18047.77,21290.03,24044.46,24659.91,23770.85
IMAGE 3.0.1,SSP1-Baseline,World,Capacity|Electricity|Biomass,GW,66.799259765625,77.37998046875,91.68073828125,78.89133776283259,45.04761161804201,20.8476209716797,9.97422254943848,6.35149438476563,2.116297565460209,1.36006070613861,1.16694535040911
IMAGE 3.0.1,SSP1-Baseline,World,Capacity|Electricity|Coal,GW,967.114171875,1146.6175,1426.398703125,1757.46990625,2208.78588671875,2571.692515625,2912.96609375,3194.92,3227.005984375,3015.1366875,2533.823421875
IMAGE 3.0.1,SSP1-Baseline,World,Capacity|Electricity|Gas,GW,1011.005984375,1166.34746875,1689.515171875,2608.680796875,3511.65690625,4310.2465,4857.32473828125,5031.55229003906,4950.67963964844,4790.26407519531,4749.76366601562
IMAGE 3.0.1,SSP1-Baseline,World,Capacity|Electricity|Hydro,GW,871.2293125,1028.111,1346.035,1577.071,1762.227999999999,1820.837,1878.782,1938.363,1997.943,2057.524,2117.105
IMAGE 3.0.1,SSP1-Baseline,World,Capacity|Electricity|Nuclear,GW,403.097,422.7626875,447.812,441.0693125,310.22809375,126.008703125,73.8930234375,34.46153125,9.46046484375,8.444734375,5.7515019531250005
IMAGE 3.0.1,SSP1-Baseline,World,Capacity|Electricity|Oil,GW,405.477078125,434.81515625,333.555854138374,256.864291015625,132.274327636719,39.4351850585938,13.8265751953125,5.74362345504761,2.56241174316406,1.14943904495239,0.522634596422311
IMAGE 3.0.1,SSP1-Baseline,World,Capacity|Electricity|Solar,GW,4.9023053894043,40.0743515625,253.859172363281,537.767017578125,1412.2553984375,3444.04640625,5616.792625,8186.35,10594.352,11387.183,10981.915
IMAGE 3.0.1,SSP1-Baseline,World,Capacity|Electricity|Wind,GW,58.7161610107422,196.334699951172,461.888232421875,733.804015625,1295.1553125,2149.745875,2502.7185,2665.757125,2988.7633125,3082.226125,3019.136375
IMAGE 3.0.1,SSP1-Baseline,World,Emissions|CH4,Mt CH4/yr,318.3976135253906,347.8606872558594,365.6386108398438,381.1867065429688,389.8517150878906,379.5032958984375,362.1900024414062,338.6877136230469,304.9588928222656,273.2965087890625,246.2071075439453
IMAGE 3.0.1,SSP1-Baseline,World,Emissions|CH4|Energy,Mt CH4/yr,112.610867619514,127.425181243569,138.015383688733,150.382853602991,161.399610176682,160.718482064083,151.3564092163,133.405231930315,106.393340755254,83.6051710117608,65.9772384930402
IMAGE 3.0.1,SSP1-Baseline,World,Emissions|CO2,Mt CO2/yr,33166.0742217651,35488.81803708042,40069.00390989264,42653.23405335673,43778.49609772986,42454.75781635952,41601.92838919866,39217.53157908606,33392.29394834816,28618.41390234126,24612.91357645629
IMAGE 3.0.1,SSP1-Baseline,World,Emissions|CO2|AFOLU,Mt CO2/yr,3771.829776187905,3507.338834624453,3176.769579739087,2972.975654176934,1917.707023695601,-213.8544817959967,-1436.361388744359,-1718.85963048269,-1940.186854628275,-2014.941999871921,-2436.091829933655
IMAGE 3.0.1,SSP1-Baseline,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,29394.24838256836,31981.48373413086,36892.23617553711,39680.27545166016,41860.77584838867,42668.6096496582,43038.29838562012,40936.40348815918,35332.48066711426,30633.36038208008,27049.00355529785
IMAGE 3.0.1,SSP1-Baseline,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,11050.400390625,12583.5703125,15467.5302734375,17914.9609375,20259.880859375,20972.119140625,21819.650390625,21566.7109375,19228.939453125,17584.169921875,16353.6796875
IMAGE 3.0.1,SSP1-Baseline,World,Final Energy,EJ/yr,340.7755,367.2808125,395.25809375,438.1161875,500.13459375,547.599625,581.2011875,595.042625,585.996875,561.6448125,528.3093125
IMAGE 3.0.1,SSP1-Baseline,World,Final Energy|Electricity,EJ/yr,53.49091015625,63.36037109375,84.3081328125,112.2925,144.969,173.80559375,202.102,225.10290625,242.545703125,250.603796875,249.855703125
IMAGE 3.0.1,SSP1-Baseline,World,Final Energy|Gases,EJ/yr,52.6780703125,54.31691015625,67.9284765625,92.1701015625,125.258296875,141.431703125,147.0675,141.898296875,129.694296875,113.9396015625,98.712921875
IMAGE 3.0.1,SSP1-Baseline,World,Final Energy|Heat,EJ/yr,13.2497099609375,14.70133984375,13.8295703125,12.3669697265625,11.3155400390625,9.8439267578125,7.60640478515625,5.6395400390625,4.061787109375,2.83172607421875,1.895949951171879
IMAGE 3.0.1,SSP1-Baseline,World,Final Energy|Hydrogen,EJ/yr,6.875784947624203e-09,0.0003835087120532,0.015839539527893,0.9140963134765632,3.048236083984379,3.43034594726563,5.02760791015625,8.248603515625,12.67025,17.6514296875,22.676150390625
IMAGE 3.0.1,SSP1-Baseline,World,Final Energy|Industry,EJ/yr,103.691703125,121.726,138.384703125,156.78559375,175.90240625,185.259703125,189.90890625,185.950203125,174.70690625,158.955,140.3255
IMAGE 3.0.1,SSP1-Baseline,World,Final Energy|Liquids,EJ/yr,151.737116943359,151.491941746712,156.347681510925,149.759981750488,143.418355415344,146.873436299726,147.024773040771,143.064062561035,128.707006347656,113.798949645996,101.54429864502
IMAGE 3.0.1,SSP1-Baseline,World,Final Energy|Residential and Commercial,EJ/yr,116.48759765625,122.48176171875,122.7418359375,138.80766796875,164.5777578125,186.0674296875,207.8008984375,224.2296015625,233.5986953125,234.8053046875,229.410796875
IMAGE 3.0.1,SSP1-Baseline,World,Final Energy|Solar,EJ/yr,0.016459199905395,0.121413597106934,1.5868439959362202,4.22782485901471,11.7658512578011,29.456916519165,49.1568222122192,76.332617641449,104.217085731506,117.386675140381,118.051278579712
IMAGE 3.0.1,SSP1-Baseline,World,Final Energy|Solids,EJ/yr,69.61975,83.40989819335941,72.828380859375,70.6124892578125,72.12530078125,72.2145693359375,72.372912109375,71.0891708984375,68.3178959960938,62.8193505859375,53.62426196289061
IMAGE 3.0.1,SSP1-Baseline,World,Final Energy|Solids|Biomass,EJ/yr,37.99325,43.75726928710939,30.630580078125,31.8567900390625,44.434169921875,49.9502392578125,52.65351171875,55.0260009765625,56.2768657226563,53.7698681640625,47.28589819335939
IMAGE 3.0.1,SSP1-Baseline,World,Final Energy|Solids|Coal,EJ/yr,31.6265,39.65262890625,42.19780078125,38.75569921875,27.691130859375,22.264330078125,19.719400390625,16.063169921875,12.0410302734375,9.049482421875,6.3383637695312505
IMAGE 3.0.1,SSP1-Baseline,World,Final Energy|Transportation,EJ/yr,90.285671875,89.393203125,104.825796875,114.357703125,130.6821015625,140.655203125,147.185296875,148.519703125,142.867203125,134.9425,128.188
IMAGE 3.0.1,SSP1-Baseline,World,Final Energy|Transportation|Electricity,EJ/yr,0.7852421875000001,0.88159619140625,2.00142700195312,4.67885986328125,7.9250458984375,12.3963896484375,16.41466015625,20.74933984375,27.030150390625,33.5510703125,37.5636484375
IMAGE 3.0.1,SSP1-Baseline,World,Final Energy|Transportation|Hydrogen,EJ/yr,6.875784947624203e-09,0.0003835087120532,0.015839539527893,0.072429321289062,0.183239105224608,0.38528448486328,0.9876242065429692,2.37357397460937,4.15103515625,4.94330322265625,6.6922421875
IMAGE 3.0.1,SSP1-Baseline,World,Final Energy|Transportation|Liquids,EJ/yr,89.50042553710941,88.4968662109375,102.562418701172,107.137532226562,106.924061523438,114.223360351563,116.208188476562,110.79621875,95.9913515625,82.589951171875,73.656099609375
IMAGE 3.0.1,SSP1-Baseline,World,GDP|PPP,billion US$2010/yr,63148.6668,75308.07109,111996.8266,171440.2766,245515.05,320431.5469,391920.5469,461220.3063,522961.1063,577363.3938,621928.5875
IMAGE 3.0.1,SSP1-Baseline,World,Population,million,6530.5478515625,6921.7978515625,7576.10498046875,8061.93798828125,8388.7626953125,8530.5,8492.17578125,8298.9501953125,7967.38720703125,7510.4541015625,6957.98876953125
IMAGE 3.0.1,SSP1-Baseline,World,Primary Energy,EJ/yr,459.02309375,505.89259375,561.1405,624.774875,696.4638125,748.242625,788.5483125,803.3371875,780.930625,745.1135,700.665375
IMAGE 3.0.1,SSP1-Baseline,World,Primary Energy|Biomass,EJ/yr,43.8811840820313,52.7288515625,41.105900390625,49.2708193359375,68.36823046875,78.0142314453125,88.56244921875,106.021778320313,127.626326660156,138.404325195313,137.353448974609
IMAGE 3.0.1,SSP1-Baseline,World,Primary Energy|Coal,EJ/yr,117.481,144.98440625,158.901796875,170.56490625,180.658,180.44809375,184.774,182.1625,158.136796875,136.56659375,115.5791015625
IMAGE 3.0.1,SSP1-Baseline,World,Primary Energy|Fossil,EJ/yr,394.23290625,429.5036015625,486.957796875,533.1818125,572.2135,590.6808125,597.205015625,566.0707109375,491.3241484375,430.7395,387.04613671875
IMAGE 3.0.1,SSP1-Baseline,World,Primary Energy|Gas,EJ/yr,101.9455,112.7963984375,152.96159375,203.004,248.93109375,268.8588125,276.5573125,262.2763125,239.807203125,224.638203125,217.239796875
IMAGE 3.0.1,SSP1-Baseline,World,Primary Energy|Nuclear,EJ/yr,9.964626944,9.9226368,10.570779648,10.769800192,7.651719168,3.129485056,1.83480704,0.8524780160000001,0.206180096,0.185733999999999,0.128179
IMAGE 3.0.1,SSP1-Baseline,World,Primary Energy|Oil,EJ/yr,174.80640625,171.722796875,175.09440625,159.61290625,142.62440625,141.37390625,135.873703125,121.6318984375,93.3801484375,69.534703125,54.22723828125
IMAGE 3.0.1,SSP1-Baseline,World,Secondary Energy|Electricity,EJ/yr,65.38958848,76.566413312,99.178930176,131.33320192,167.826096128,200.506097664,230.874103808,257.149403136,275.44518656,282.29320704,279.353393152
IMAGE 3.0.1,SSP1-Baseline,World,Secondary Energy|Electricity|Biomass,EJ/yr,0.794788288,1.215081536,1.06357472,0.9688787572968752,0.418999124,0.231286632,0.123777301999999,0.073688442999999,0.024748358624999,0.016832925828125,0.01224821388667
IMAGE 3.0.1,SSP1-Baseline,World,Secondary Energy|Electricity|Biomass|w/ CCS,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMAGE 3.0.1,SSP1-Baseline,World,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,0.794788288,1.215081536,1.06357472,0.9688787572968752,0.418999124,0.231286632,0.123777301999999,0.073688442999999,0.024748358624999,0.016832925828125,0.01224821388667
IMAGE 3.0.1,SSP1-Baseline,World,Secondary Energy|Electricity|Coal,EJ/yr,26.093089408,30.953428096,37.061391104,44.997476864,57.371316096,62.650011904,67.487911936,70.564270592,64.350456576,57.54236454399999,50.07262528
IMAGE 3.0.1,SSP1-Baseline,World,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMAGE 3.0.1,SSP1-Baseline,World,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,26.093089408,30.953428096,37.061391104,44.997476864,57.371316096,62.650011904,67.487911936,70.564270592,64.350456576,57.54236454399999,50.07262528
IMAGE 3.0.1,SSP1-Baseline,World,Secondary Energy|Electricity|Gas,EJ/yr,13.17243756,16.996319416,24.089527552,39.513810176,51.277392384,55.001193088,56.841306432,51.004975104,44.21531592,43.386090872,47.104660184
IMAGE 3.0.1,SSP1-Baseline,World,Secondary Energy|Electricity|Gas|w/ CCS,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMAGE 3.0.1,SSP1-Baseline,World,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,13.17243756,16.996319416,24.089527552,39.513810176,51.277392384,55.001193088,56.841306432,51.004975104,44.21531592,43.386090872,47.104660184
IMAGE 3.0.1,SSP1-Baseline,World,Secondary Energy|Electricity|Hydro,EJ/yr,10.55403008,12.387319808,16.559190016,19.392729088,21.783980032,22.594650112,23.3889792,24.193748992,24.735809536,25.308790784,26.285180928
IMAGE 3.0.1,SSP1-Baseline,World,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,11.1561265,13.984732996,22.89676336,32.584232768,50.276035072,79.36357990399999,104.556463616,134.62678656,166.62982144,181.150643712,182.030609408
IMAGE 3.0.1,SSP1-Baseline,World,Secondary Energy|Electricity|Nuclear,EJ/yr,9.964626944,9.9226368,10.570779648,10.769800192,7.651719168,3.129485056,1.83480704,0.8524780160000001,0.206180096,0.185733999999999,0.128179
IMAGE 3.0.1,SSP1-Baseline,World,Secondary Energy|Electricity|Oil,EJ/yr,4.208525248,3.4942104,3.496887651796879,2.49900972,0.830612192,0.13052928,0.0298487371875,0.0271917768125,0.018617178089843,0.011529550072842,0.005115686055775
IMAGE 3.0.1,SSP1-Baseline,World,Secondary Energy|Electricity|Solar,EJ/yr,0.0164592,0.1214136,1.5868439680000002,4.22782272,11.765323648,29.506404352,49.543300096,78.056308736,109.364600832,124.729249792,125.692796928
IMAGE 3.0.1,SSP1-Baseline,World,Secondary Energy|Electricity|Wind,EJ/yr,0.37394642,1.228848788,4.359984768,7.931806976,14.684924416,24.415789056,28.50049024,30.092189696,33.125300224,33.449869312,32.188790784
IMAGE 3.0.1,SSP1-Baseline,World,Secondary Energy|Hydrogen,EJ/yr,7.414273159552031e-09,1.6809565422879698e-06,0.013101321248962,0.8945701553129871,3.390124101539799,4.20392171878349,5.806916375770121,9.02098170938144,13.3838463690381,18.5156878880359,23.3149827681133
MESSAGE-GLOBIOM 1.0,SSP2-Baseline,Asian countries except Japan,Capacity|Electricity,GW,883.63194,1587.86983,2382.68538,2874.32943,3788.11295,4703.62787,6054.95129,7572.61536,8567.82025,9614.10326,11095.37909
MESSAGE-GLOBIOM 1.0,SSP2-Baseline,Asian countries except Japan,Capacity|Electricity|Biomass,GW,0.82706,8.47677,40.92855,36.77257,30.1387,58.48699999999999,54.72979,30.50942,28.21868,54.92248000000001,63.52825
MESSAGE-GLOBIOM 1.0,SSP2-Baseline,Asian countries except Japan,Capacity|Electricity|Coal,GW,538.59942,928.25904,1169.83107,1095.96209,978.25309,1088.28139,1326.91422,1627.2227,1707.3686,1482.15451,1117.97879
MESSAGE-GLOBIOM 1.0,SSP2-Baseline,Asian countries except Japan,Capacity|Electricity|Gas,GW,95.42679,150.66085,287.28429,586.25771,1240.18549,1851.44267,2458.21804,2936.0139,3219.30065,3680.57039,4509.29547
MESSAGE-GLOBIOM 1.0,SSP2-Baseline,Asian countries except Japan,Capacity|Electricity|Hydro,GW,155.98415,331.905,425.2271,484.38968,610.1661,641.74443,693.5389700000003,772.6219,850.3212800000001,850.87684,851.12129
MESSAGE-GLOBIOM 1.0,SSP2-Baseline,Asian countries except Japan,Capacity|Electricity|Nuclear,GW,33.006,36.797,104.71,95.2545,82.859,87.08037,124.9642,217.12806,382.19206,638.35829,705.29406
MESSAGE-GLOBIOM 1.0,SSP2-Baseline,Asian countries except Japan,Capacity|Electricity|Oil,GW,50.59216,34.51306,24.1266,6.65827,1.18281,1.13731,0.718789999999998,4e-05,4e-05,0.0,0.0
MESSAGE-GLOBIOM 1.0,SSP2-Baseline,Asian countries except Japan,Capacity|Electricity|Solar,GW,0.0,2.1,110.5,110.5,109.0,61.98072,167.27803,428.02962,539.35271,684.35949,881.81033
MESSAGE-GLOBIOM 1.0,SSP2-Baseline,Asian countries except Japan,Capacity|Electricity|Wind,GW,6.00636,88.17312,214.30847,454.48961,736.32776,913.47397,1228.58923,1539.24968,1752.7166,2035.1244,2716.0899
MESSAGE-GLOBIOM 1.0,SSP2-Baseline,Asian countries except Japan,Emissions|CH4,Mt CH4/yr,138.227637087126,138.410129943103,147.937076061217,163.161171588767,167.905335015792,172.723592544699,178.131970070098,182.39008462315,178.290527706981,168.251238458502,154.992474184463
MESSAGE-GLOBIOM 1.0,SSP2-Baseline,Asian countries except Japan,Emissions|CH4|Energy,Mt CH4/yr,38.44216420000001,45.8702357,45.7252738,50.32024929999999,48.671435,51.7051483,58.2172861,65.2641442,64.64009920000001,58.0022616,48.1338259
MESSAGE-GLOBIOM 1.0,SSP2-Baseline,Asian countries except Japan,Emissions|CO2,Mt CO2/yr,10485.9312493214,13431.9743622427,15702.216223519,18817.9064009667,21055.219865282,23451.6803693382,25723.5891220699,28170.4215880391,30805.6705310204,31264.8415408042,31334.6921934347
MESSAGE-GLOBIOM 1.0,SSP2-Baseline,Asian countries except Japan,Emissions|CO2|AFOLU,Mt CO2/yr,1036.69484252144,1029.72884194275,755.693409118952,650.673933066658,683.567028681954,277.544110438183,16.8892690698681,-172.186317160901,-280.720221479612,-380.717662995799,-530.6172047652819
MESSAGE-GLOBIOM 1.0,SSP2-Baseline,Asian countries except Japan,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,9449.2364068,12402.2455203,14946.5228144,18167.2324679,20371.6528366,23174.1362589,25706.699853,28342.6079052,31086.3907525,31645.5592038,31865.3093982
MESSAGE-GLOBIOM 1.0,SSP2-Baseline,Asian countries except Japan,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,4120.6886669,5396.2337311,6092.023665,7209.237568899999,7490.2852743,8673.127575299999,10298.2008465,11742.2288091,12051.1644613,11126.1921078,9900.2303296
MESSAGE-GLOBIOM 1.0,SSP2-Baseline,Asian countries except Japan,Final Energy,EJ/yr,90.50843,117.80589,155.14187,194.52429,228.20155,254.52824,273.00151,292.98703,316.05349,338.84113,361.08889
MESSAGE-GLOBIOM 1.0,SSP2-Baseline,Asian countries except Japan,Final Energy|Electricity,EJ/yr,13.27138,20.08719,30.73806,41.85304,51.7937,64.03511,78.74871999999998,92.44507,101.0993,108.96782,117.62889
MESSAGE-GLOBIOM 1.0,SSP2-Baseline,Asian countries except Japan,Final Energy|Gases,EJ/yr,4.28722,6.72951,5.84892,4.72711,7.53224,10.95016,12.58349,13.82555,15.89026,18.01318999999999,20.56878
MESSAGE-GLOBIOM 1.0,SSP2-Baseline,Asian countries except Japan,Final Energy|Heat,EJ/yr,2.01273,2.90547,5.63887,8.45573,8.903839999999997,8.061869999999999,6.931389999999999,6.848339999999999,7.33996,8.6354,8.84109
MESSAGE-GLOBIOM 1.0,SSP2-Baseline,Asian countries except Japan,Final Energy|Hydrogen,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39267,5.5731,11.84244,15.78646
MESSAGE-GLOBIOM 1.0,SSP2-Baseline,Asian countries except Japan,Final Energy|Industry,EJ/yr,40.31310999999999,57.45485,78.3542,96.72009,110.19019,122.28724,131.99453,138.69103,145.7768,150.49417,154.20346
MESSAGE-GLOBIOM 1.0,SSP2-Baseline,Asian countries except Japan,Final Energy|Liquids,EJ/yr,28.53753,36.57798,53.74374,63.86658000000001,78.13808,85.66529,81.62915,78.7378,89.18636,97.21103,104.27896
MESSAGE-GLOBIOM 1.0,SSP2-Baseline,Asian countries except Japan,Final Energy|Solar,EJ/yr,0.1245,0.7260500000000001,3.66236,9.14105,14.61641,17.20476,19.48794,21.27392,22.54443,23.57261,24.69265
